cwsac_id,battle_name,start_date,end_date,theater_code,campaign_code,result,cwss_url,partof_cwss,operation,forces_text,casualties_text,results_text,preservation,significance,cwsac_url,other_names,partof_cwsac,cws2_url,study_area,core_area,potnr_boundary,partof_cws2,interpretive_political,interpretive_commander_loss,interpretive_casualties,interpretive_tactics_strategy,interpretive_public_mind,interpretive_combat_arm,interpretive_military_firsts,interpretive_minority_troops,interpretive_economic,interpretive_archaelolgical,interpretive_logistics,interpretive_individual_bravery,interpretive_group_behavior,interpretive_joint_ops,interpretive_coop_armies,interpretive_naval,significance_jim,significance_ed,significance_bill,aad_url,battle_type,partof_aad,lat,long,state,strength_mean,strength_var,casualties_kwm_mean,casualties_kwm_var,comment
TN025,Fort Sanders,1863-11-29,1863-11-29,MW,MW63-11,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN025,TRUE,0,Department of the Ohio [US]; Confederate Forces in East Tennessee [CS],880 total (US 100; CS 780),Union victory,IV.2,B,http://www.nps.gov/abpp/battles/tn025.htm,Fort Loudon,TRUE,http://www.nps.gov/abpp/CWSII/Fort Pillow to FranklinII.pdf,6933.28,831.14,,TRUE,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=202&dt=295,Assault,TRUE,35.9589,-83.9338,TN,,,815,833.4166666666667,
TN026,Bean's Station,1863-12-14,1863-12-14,MW,MW63-11,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN026,TRUE,0,"Cavalry Corps, Department of the Ohio [US]; Confederate Forces in East Tennessee [CS]","1,600 total (US 700; CS 900)",Confederate victory,IV.2,D,http://www.nps.gov/abpp/battles/tn026.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Beans Station to Bulls Gap.pdf,5347.21,668.61,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=192&dt=295,Engagement,TRUE,36.3248,-83.369,TN,,,337,0.16666666666666666,
TN027,Mossy Creek,1863-12-29,1863-12-29,MW,MW64-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN027,TRUE,0,"Cavalry Corps, Army of the Ohio and 1st Brigade, 2nd Division, XXIII Army Corps [US]; Longstreet's Cavalry, Department of East Tennessee (Sturgis reported that the Confederate cavalry was supported by a brigade of infantry; approx. 2,000 men) [CS]",Total unknown (US 151; CS unknown),Union victory,IV.1,D,http://www.nps.gov/abpp/battles/tn027.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Memphis I to Murfreesboro II.pdf,9046.8,5210.26,3959.48,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=200&dt=295,Action,TRUE,36.1444,-83.4423,TN,,,,,
TN028,Dandridge,1864-01-17,1864-01-17,MW,MW64-01,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN028,TRUE,0,"Cavalry Corps, Army of the Ohio, and Infantry of the IV Army Corps [US]; Department of East Tennessee [CS]",Total unknown (US 150; CS unknown),Confederate victory,IV.1,C,http://www.nps.gov/abpp/battles/tn028.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Dandridge to Fort Henry.pdf,12276.33,4583.26,5076.05,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=194&dt=295,Operation,TRUE,36.0472,-83.3493,TN,,,,,
TN029,Fair Garden,1864-01-27,1864-01-28,MW,MW64-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN029,TRUE,0,"Cavalry Division, Cavalry Corps, Army of the Ohio [US]; Cavalry Division, Department of East Tennessee [CS]",265 total (US 100; CS 165),Union victory,II.3,C,http://www.nps.gov/abpp/battles/tn029.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Dandridge to Fort Henry.pdf,10310.31,1371.74,8167.08,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,D,C,http://aad.archives.gov/aad/record-detail.jsp?rid=203&dt=295,Engagement,TRUE,35.8645,-83.5096,TN,,,265,833.4166666666667,
TN030,Fort Pillow,1864-04-12,1864-04-12,MW,MW64-05,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN030,TRUE,0,"Detachments from three units (approx. 600) [US]; Brig. Gen. James R. Chalmers's 1st Division, Forrest's Cavalry Corps [CS]",654 total (US 574; CS 80),Confederate victory,III.2,B,http://www.nps.gov/abpp/battles/tn030.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Fort Pillow to FranklinII.pdf,4470.33,423.09,4427.04,TRUE,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,C,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=196&dt=295,Capture,TRUE,35.6324,-89.8487,TN,3100,1666.6666666666667,649,833.4166666666667,
TN031,Memphis II,1864-08-21,1864-08-21,MW,MW64-08,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN031,TRUE,0,Troops stationed at Memphis [US]; Forrest's Cavalry (approx. 400) [CS],194 total (US 160; CS 34),Confederate victory,IV.2,C,http://www.nps.gov/abpp/battles/tn031.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Memphis I to Murfreesboro II.pdf,2473.46,205.63,,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=186&dt=295,Attack,TRUE,35.1446,-90.054,TN,8e3,166666.66666666666,542,8.416666666666668,
TN032,Johnsonville,1864-11-03,1864-11-04,MW,MW64-13,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN032,TRUE,0,"Supply depot garrison (approx. 4,000) [US]; Forrest's Cavalry [CS]",Unknown,Confederate victory,IV.2,B,http://www.nps.gov/abpp/battles/tn032.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Hartsville to Johnsonville.pdf,3804.87,2167.4,1281.01,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,C,http://aad.archives.gov/aad/record-detail.jsp?rid=188&dt=295,Action,TRUE,36.0708,-87.9757,TN,,,,,
TN033,Bull's Gap,1864-11-11,1864-11-14,MW,MW64-11,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN033,TRUE,0,"Governor's Guard Brigade, State of Tennessee [US]; Department of Western Virginia and East Tennessee (approx. 2,400) [CS]",Total unknown (US 241; CS unknown),Confederate victory,IV.1,D,http://www.nps.gov/abpp/battles/tn033.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Beans Station to Bulls Gap.pdf,12405.25,603.93,3205.43,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=190&dt=295,Action,TRUE,36.252,-83.081,TN,,,424,833.4166666666667,
TN034,Columbia,1864-11-24,1864-11-29,MW,MW64-13,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN034,TRUE,0,XXIII Army Corps and elements of IV Army Corps [US]; Army of Tennessee [CS],Unknown,Confederate victory,IV.2,C,http://www.nps.gov/abpp/battles/tn034.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Campbells Station to Columbia.pdf,42912.64,4238.82,6707.3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=191&dt=295,Skirmish,TRUE,35.6163,-87.0488,TN,,,,,
TN035,Spring Hill,1864-11-29,1864-11-29,MW,MW64-13,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN035,TRUE,0,IV and XXIII Army Corps [US]; Army of Tennessee [CS],Unknown,Union victory,I.3,B,http://www.nps.gov/abpp/battles/tn035.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Nashville to Spring Hill.pdf,7034.77,2278.37,3204.75,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=193&dt=295,Engagement,TRUE,35.7374,-86.9323,TN,,,850,841.6666666666667,
TN036,Franklin II,1864-11-30,1864-11-30,MW,MW64-13,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN036,TRUE,0,IV and XXIII Army Corps (Army of the Ohio and Cumberland) [US]; Army of Tennessee [CS],"8,587 total (US 2,326; CS 6,261)",Union victory,IV.1,A,http://www.nps.gov/abpp/battles/tn036.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Fort Pillow to FranklinII.pdf,13681.15,2610.71,,TRUE,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,A,A,http://aad.archives.gov/aad/record-detail.jsp?rid=195&dt=295,Battle,TRUE,35.9174,-86.8733,TN,,,9933,833.4166666666667,
TN037,Murfreesboro II,1864-12-05,1864-12-07,MW,MW64-13,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN037,TRUE,0,"District of Tennessee (forces in Murfreesboro area; approx. 8,000) [US]; Forrest's Cavalry, Bate's Infantry Division, and Brig. Gen. Claudius Sears's and Brig. Gen. Joseph B. Palmer's Infantry Brigades (6,500-7,000) [CS]",422 total (US 225; CS 197),Union victory,II.4,D,http://www.nps.gov/abpp/battles/tn037.htm,Wilkinson Pike; Cedars,TRUE,http://www.nps.gov/abpp/CWSII/Memphis I to Murfreesboro II.pdf,7174.05,799.52,1335.3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=197&dt=295,Demonstration,TRUE,35.8689,-86.4593,TN,14750,83341.66666666666,422,0.16666666666666666,
TN038,Nashville,1864-12-15,1864-12-16,MW,MW64-13,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN038,TRUE,0,"IV Army Corps, XXIII Army Corps, Detachment of Army of the Tennessee, provisional detachment, and cavalry corps [US]; Army of Tennessee [CS]","6,602 total (US 2,140; CS 4,462)",Union victory,IV.2,A,http://www.nps.gov/abpp/battles/tn038.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Nashville to Spring Hill.pdf,39422.5,3840.14,,TRUE,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=199&dt=295,Battle,TRUE,36.0881,-86.8098,TN,,,9561,833.4166666666667,
TX001,Sabine Pass I,1862-09-24,1862-09-25,TM,TM62-07,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TX001,TRUE,0,"Steamer Kensington, Schooner Rachel Seaman, and Mortar Schooner Henry James [US]; Fort Griffith Garrison (30) and 25 mounted men 3 1/2 miles away [CS]",Unknown,Union victory,III.3,C,http://www.nps.gov/abpp/battles/tx001.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportTexasUpdate.pdf,6229.72,2665.96,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,C,C,http://aad.archives.gov/aad/record-detail.jsp?rid=204&dt=295,Engagement,TRUE,29.7359,-93.8711,TX,,,,,
TX002,Galveston I,1862-10-04,1862-10-04,TM,TM62-07,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TX002,TRUE,0,None,None,Union victory,IV.1,D,http://www.nps.gov/abpp/battles/tx002.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportTexasUpdate.pdf,20539.74,4765.4,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=205&dt=295,Naval,TRUE,29.3397,-94.774,TX,,,0,0.16666666666666666,
TX003,Galveston II,1863-01-01,1863-01-01,TM,TM63-01,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TX003,TRUE,0,"Companies D, G and I, 42nd Massachusetts Volunteer Infantry Regiment and the Blockading ships [US]; four Confederate gunboats and district of Texas, New Mexico, and Arizona troops [CS]",650 total (US 600; CS 50),Confederate victory,IV.1,B,http://www.nps.gov/abpp/battles/tx003.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportTexasUpdate.pdf,19434.01,3855.6,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,B,C,http://aad.archives.gov/aad/record-detail.jsp?rid=343&dt=295,Recapture,TRUE,29.3395,-94.767,TX,,,650,841.6666666666667,
TX005,Palmito Ranch,1865-05-12,1865-05-13,TM,TM65-01,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TX005,TRUE,0,"Detachments from the 62nd U.S. Colored Infantry Regiment, 2nd Texas Cavalry Regiment, and 34th Indiana Volunteer Infantry [US]; Detachments from Gidding's Regiment, Anderson's Battalion of Cavalry, and numerous other Confederate units and southern sympathizers [CS]",Total unknown (US 118; CS unknown),Confederate victory,III.4,D,http://www.nps.gov/abpp/battles/tx005.htm,Palmito Hill,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportTexasUpdate.pdf,11696.3,3744.78,8964.71,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,D,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=344&dt=295,Skirmish,TRUE,25.9467,-97.2853,TX,,,148,8.416666666666668,
TX006,Sabine Pass II,1863-09-08,1863-09-08,TM,TM63-07,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TX006,TRUE,0,4 gunboats and 7 transports loaded with troops [US]; Texan Davis Guards (44 men) [CS],(US 230; CS unknown),Confederate victory,II.2,B,http://www.nps.gov/abpp/battles/tx006.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportTexasUpdate.pdf,6489.15,3377.22,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=383&dt=295,Attack,TRUE,29.7205,-93.8708,TX,,,350,8.333333333333334,
VA001,Sewell's Point,1861-05-18,1861-05-19,ME,ME61-01,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA001,TRUE,0,Two gunboats [US]; battery garrison [CS],10 total,Inconclusive,IV.2,D,http://www.nps.gov/abpp/battles/va001.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,11568.96,1781.39,9878.91,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=206&dt=295,Naval,TRUE,36.9547,-76.3267,VA,,,10,8.333333333333334,
VA002,Aquia Creek,1861-05-29,1861-06-01,ME,ME61-01,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA002,TRUE,0,3 gunboats [US]; battery garrison [CS],10 total,Inconclusive,II.4,D,http://www.nps.gov/abpp/battles/va002.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Aldie to Auburn II.pdf,10088.83,1594.14,1069.56,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=207&dt=295,Attack,TRUE,38.3893,-77.3157,VA,,,10,8.333333333333334,
VA003,Big Bethel,1861-06-10,1861-06-10,ME,ME61-01,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA003,TRUE,0,"4,700 total (US 3,500; CS 1,200)",87 total (US 79; CS 8),Confederate victory,IV.2,C,http://www.nps.gov/abpp/battles/va003.htm,Bethel Church; Great Bethel,TRUE,http://www.nps.gov/abpp/CWSII/Balls Bluff to Big Bethel.pdf,121468.07,684.04,,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=208&dt=295,Engagement,TRUE,37.0937,-76.425,VA,4700,1666.6666666666667,84,0.16666666666666666,
VA004,Blackburn's Ford,1861-07-18,1861-07-18,ME,ME61-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA004,TRUE,0,Brigades,151 total (US 83; CS 68),Confederate victory,IV.1,C,http://www.nps.gov/abpp/battles/va004.htm,Bull Run,TRUE,http://www.nps.gov/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,1975.38,863.56,482.27,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=209&dt=295,Action,TRUE,38.8042,-77.4492,VA,25e3,166666.66666666666,151,0.16666666666666666,
VA005,Manassas I,1861-07-21,1861-07-21,ME,ME61-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA005,TRUE,0,"60,680 total (US 28,450; CS 32,230)","4,700 total (US 2,950; CS 1,750)",Confederate victory,III.1,A,http://www.nps.gov/abpp/battles/va005.htm,First Bull Run,TRUE,http://www.nps.gov/abpp/CWSII/Lewis Farm to Manassas II.pdf,18052.1,2390.08,8067.5,TRUE,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=210&dt=295,Battle,TRUE,38.8147,-77.5227,VA,60680,16.666666666666668,4878,0.16666666666666666,
VA006,Ball's Bluff,1861-10-21,1861-10-21,ME,ME61-05,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA006,TRUE,0,"3,600 total (US 2,000; CS 1,600)","1,070 total (US 921; CS 149)",Confederate victory,III.2,B,http://www.nps.gov/abpp/battles/va006.htm,Harrison's Landing; Leesburg,TRUE,http://www.nps.gov/abpp/CWSII/Balls Bluff to Big Bethel.pdf,10436.23,2620.64,1072.29,TRUE,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,C,http://aad.archives.gov/aad/record-detail.jsp?rid=215&dt=295,Engagement,TRUE,39.1282,-77.5277,VA,3600,84166.66666666666,1070,0.16666666666666666,
VA007,Dranesville,1861-12-20,1861-12-20,ME,ME61-05,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA007,TRUE,0,Brigades,301 total (US 71; CS 230),Union victory,,C,http://www.nps.gov/abpp/battles/va007.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf,1272.24,742.89,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=212&dt=295,Engagement,TRUE,38.9955,-77.3372,VA,9e3,166666.66666666666,301,8.416666666666668,
VA008,Hampton Roads,1862-03-08,1862-03-09,ME,ME62-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA008,TRUE,0,4 warships [US]; 1 warship [CS],433 total (US 409; CS 24),Inconclusive,II.2,B,http://www.nps.gov/abpp/battles/va008.htm,Monitor vs. Virginia (Merrimack); Battle of the Ironclads,TRUE,http://www.nps.gov/abpp/CWSII/Hampton Roads to High Bridge.pdf,46034.51,13686.42,35040.82,TRUE,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=216&dt=295,Naval,TRUE,36.9833,-76.3197,VA,,,433,0.16666666666666666,
VA009,Yorktown,1862-04-05,1862-05-04,ME,ME62-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA009,TRUE,0,Armies,320 total,Inconclusive,III.2,B,http://www.nps.gov/abpp/battles/va009.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Winchester II to Yorktown.pdf,63960.79,5905.9,17734.22,TRUE,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=214&dt=295,Siege,TRUE,37.184,-76.534,VA,171e3,166666.66666666666,482,833.4166666666667,
VA010,Williamsburg,1862-05-05,1862-05-05,ME,ME62-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA010,TRUE,0,"72,591 total (US 40,768;CS 31,823)","3,843 total (US 2,283; CS 1,560)",Inconclusive,III.2,B,http://www.nps.gov/abpp/battles/va010.htm,Fort Magruder,TRUE,http://www.nps.gov/abpp/CWSII/Williamsburg to Winchester I.pdf,10369.37,1575.42,1075.23,TRUE,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=211&dt=295,Battle,TRUE,37.2642,-76.6659,VA,72591,0.16666666666666666,3843,8.416666666666668,
VA011,Eltham's Landing,1862-05-07,1862-05-07,ME,ME62-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA011,TRUE,0,Divisions,242 total (US 194; CS 48),Inconclusive,III.4,D,http://www.nps.gov/abpp/battles/va011.htm,Barhamsville; West Point,TRUE,http://www.nps.gov/abpp/CWSII/Elthams Landing to Five Forks.pdf,9717.4,2924.83,8749.47,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=213&dt=295,Engagement,TRUE,37.5002,-76.8423,VA,22e3,166666.66666666666,234,0.16666666666666666,
VA012,Drewry's Bluff,1862-05-15,1862-05-15,ME,ME62-04,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA012,TRUE,0,5 gunboats [US]; battery garrison [CS],41 total,Confederate victory,III.2,B,http://www.nps.gov/abpp/battles/va012.htm,Fort Darling; Fort Drewry,TRUE,http://www.nps.gov/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf,564.83,258.34,550.95,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=217&dt=295,Naval,TRUE,37.4211,-77.4229,VA,,,39,0.16666666666666666,
VA013,Hanover Court House,1862-05-27,1862-05-27,ME,ME62-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA013,TRUE,0,Divisions,"1,327 total (US 397; CS 930)",Union victory,III.3,C,http://www.nps.gov/abpp/battles/va013.htm,Slash Church,TRUE,http://www.nps.gov/abpp/CWSII/Hampton Roads to High Bridge.pdf,7746.83,2078.07,6813.7,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=228&dt=295,Engagement,TRUE,37.7222,-77.3763,VA,16e3,166666.66666666666,1101,0.16666666666666666,
VA014,Seven Pines,1862-05-31,1862-06-01,ME,ME62-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA014,TRUE,0,"(84,000 total)","13,736 total (US 5,739; CS 7,997)",Inconclusive,IV.2,B,http://www.nps.gov/abpp/battles/va014.htm,Fair Oaks; Fair Oaks Station,TRUE,http://www.nps.gov/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,11578.55,4037.55,3085.65,TRUE,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=219&dt=295,Battle,TRUE,37.5209,-77.3042,VA,73e3,166666.66666666666,11100,84166.66666666666,
VA015,Oak Grove,1862-06-25,1862-06-25,ME,ME62-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA015,TRUE,0,Corps,"1,057 total (US 516; CS 541)",Inconclusive (Union forces withdrew to their lines.),IV.2,D,http://www.nps.gov/abpp/battles/va015.htm,French's Field; King's School House,TRUE,http://www.nps.gov/abpp/CWSII/Oak Grove to Opequon.pdf,5881.98,2539.47,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=231&dt=295,Engagement,TRUE,37.5154,-77.3292,VA,,,1067,0.16666666666666666,
VA016,Beaver Dam Creek,1862-06-26,1862-06-26,ME,ME62-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA016,TRUE,0,"31,987 total (US 15,631; CS 16,356)","1,700 total (US 400; CS 1,300)",Union victory,IV.2,B,http://www.nps.gov/abpp/battles/va016.htm,Mechanicsville; Ellerson's Mill,TRUE,http://www.nps.gov/abpp/CWSII/Balls Bluff to Big Bethel.pdf,14908.23,2687.25,4184.59,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=222&dt=295,Battle,TRUE,37.5985,-77.3599,VA,31987,0.16666666666666666,1845,0.16666666666666666,
VA017,Gaines' Mill,1862-06-27,1862-06-27,ME,ME62-04,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA017,TRUE,0,"91,232 total (US 34,214; CS 57,018)","15,500 total (US 6,800; CS 8,700)",Confederate victory,I.1,A,http://www.nps.gov/abpp/battles/va017.htm,First Cold Harbor,TRUE,http://www.nps.gov/abpp/CWSII/Gaines Mill to Guard Hill.pdf,11545.33,3331.36,7641.4,TRUE,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=223&dt=295,Battle,TRUE,37.579,-77.2872,VA,91232,0.16666666666666666,15587,8.416666666666668,
VA018,Garnett's & Golding's Farms,1862-06-27,1862-06-28,ME,ME62-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA018,TRUE,0,Divisions,830 total,Inconclusive,IV.2,D,http://www.nps.gov/abpp/battles/va018.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Gaines Mill to Guard Hill.pdf,4683.88,1970.63,960.7,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=225&dt=295,Action,TRUE,37.5532,-77.3145,VA,,,627,0.16666666666666666,
VA019,Savage's Station,1862-06-29,1862-06-29,ME,ME62-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA019,TRUE,0,Divisions,"4,700 total (US 2,500 wounded were captured)",Inconclusive,IV.1,C,http://www.nps.gov/abpp/battles/va019.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,17279.88,1925.84,8490.79,TRUE,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=227&dt=295,Battle,TRUE,37.5222,-77.271,VA,4e4,166666.66666666666,1363,0.16666666666666666,
VA020,Glendale/White Oak Swamp,1862-06-30,1862-06-30,ME,ME62-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA020B,TRUE,0,Armies,7000 total,Inconclusive,I.3,B,http://www.nps.gov/abpp/battles/va020.htm,Nelson's Farm; Frayser's Farm; Charles City Crossroads; White Oak Swamp; New Market Road; Riddell's Shop,TRUE,http://www.nps.gov/abpp/CWSII/White oak Road to Wilderness.pdf,16497.36,5231.68,11969.83,TRUE,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=230&dt=295,Battle,TRUE,37.4379,-77.2381,VA,61e3,166666.66666666666,6300,1666.6666666666667,
