"cwsac_id","battle_name","battle_type_cwss","begin_date","end_date","state","theater_code","campaign_code","result","cas_kwm_mean","cas_kwm_var","partof_cwss","operation","forces_text","casualties_text","results_text","preservation","significance","cwsac1_url","partof_cwsac1","cwsac2_url","study_area","core_area","potnr_boundary","partof_cwsac2","interpretive_political","interpretive_commander_loss","interpretive_casualties","interpretive_tactics_strategy","interpretive_public_mind","interpretive_combat_arm","interpretive_military_firsts","interpretive_minority_troops","interpretive_economic","interpretive_archaelolgical","interpretive_logistics","interpretive_individual_bravery","interpretive_group_behavior","interpretive_joint_ops","interpretive_coop_armies","interpretive_naval","significance_jim","significance_ed","significance_bill","aad_url","battle_type_aad","partof_aad","shenandoah_url","partof_shenandoah","lat","long"
"TN026","Bean's Station","Engagement","1863-12-14","1863-12-14","TN","MW","MW63-11","Confederate Victory",337,0.0833333,TRUE,0,"Cavalry Corps, Department of the Ohio [US]; Confederate Forces in East Tennessee [CS]","1,600 total (US 700; CS 900)","Confederate victory","IV.2","D","http://www.nps.gov/hps/abpp/battles/tn026.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Beans Station to Bulls Gap.pdf",5347.21,668.61,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN026","Engagement",TRUE,NA,FALSE,36.3248,-83.369
"TN027","Mossy Creek","Action","1863-12-29","1863-12-29","TN","MW","MW64-01","Union Victory",NA,NA,TRUE,0,"Cavalry Corps, Army of the Ohio and 1st Brigade, 2nd Division, XXIII Army Corps [US]; Longstreet's Cavalry, Department of East Tennessee (Sturgis reported that the Confederate cavalry was supported by a brigade of infantry; approx. 2,000 men) [CS]","Total unknown (US 151; CS unknown)","Union victory","IV.1","D","http://www.nps.gov/hps/abpp/battles/tn027.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Memphis I to Murfreesboro II.pdf",9046.8,5210.26,3959.48,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN027","Action",TRUE,NA,FALSE,36.1444,-83.4423
"TN028","Dandridge","Operations","1864-01-17","1864-01-17","TN","MW","MW64-01","Confederate Victory",NA,NA,TRUE,0,"Cavalry Corps, Army of the Ohio, and Infantry of the IV Army Corps [US]; Department of East Tennessee [CS]","Total unknown (US 150; CS unknown)","Confederate victory","IV.1","C","http://www.nps.gov/hps/abpp/battles/tn028.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Dandridge to Fort Henry.pdf",12276.3,4583.26,5076.05,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//TN028","Operation",TRUE,NA,FALSE,36.0472,-83.3493
"TN029","Fair Garden","Engagement","1864-01-27","1864-01-28","TN","MW","MW64-01","Union Victory",765,0.0833333,TRUE,0,"Cavalry Division, Cavalry Corps, Army of the Ohio [US]; Cavalry Division, Department of East Tennessee [CS]","265 total (US 100; CS 165)","Union victory","II.3","C","http://www.nps.gov/hps/abpp/battles/tn029.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Dandridge to Fort Henry.pdf",10310.3,1371.74,8167.08,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","D","C","http://aad.archives.gov/aad//TN029","Engagement",TRUE,NA,FALSE,35.8645,-83.5096
"TN030","Fort Pillow","No Data","1864-04-12","1864-04-12","TN","MW","MW64-05","Confederate Victory",649,0.0833333,TRUE,0,"Detachments from three units (approx. 600) [US]; Brig. Gen. James R. Chalmers's 1st Division, Forrest's Cavalry Corps [CS]","654 total (US 574; CS 80)","Confederate victory","III.2","B","http://www.nps.gov/hps/abpp/battles/tn030.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Fort Pillow to FranklinII.pdf",4470.33,423.09,4427.04,TRUE,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,"C","A","","http://aad.archives.gov/aad//TN030","Capture",TRUE,NA,FALSE,35.6324,-89.8487
"TN031","Memphis II","Attack","1864-08-21","1864-08-21","TN","MW","MW64-08","Confederate Victory",542,0.0833333,TRUE,0,"Troops stationed at Memphis [US]; Forrest's Cavalry (approx. 400) [CS]","194 total (US 160; CS 34)","Confederate victory","IV.2","C","http://www.nps.gov/hps/abpp/battles/tn031.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Memphis I to Murfreesboro II.pdf",2473.46,205.63,NA,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//TN031","Attack",TRUE,NA,FALSE,35.1446,-90.054
"TN032","Johnsonville","Action","1864-11-03","1864-11-04","TN","MW","MW64-13","Confederate Victory",NA,NA,TRUE,0,"Supply depot garrison (approx. 4,000) [US]; Forrest's Cavalry [CS]","Unknown","Confederate victory","IV.2","B","http://www.nps.gov/hps/abpp/battles/tn032.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Hartsville to Johnsonville.pdf",3804.87,2167.4,1281.01,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","C","http://aad.archives.gov/aad//TN032","Action",TRUE,NA,FALSE,36.0708,-87.9757
"TN033","Bull's Gap","Action","1864-11-11","1864-11-14","TN","MW","MW64-11","Confederate Victory",424,0.0833333,TRUE,0,"Governor's Guard Brigade, State of Tennessee [US]; Department of Western Virginia and East Tennessee (approx. 2,400) [CS]","Total unknown (US 241; CS unknown)","Confederate victory","IV.1","D","http://www.nps.gov/hps/abpp/battles/tn033.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Beans Station to Bulls Gap.pdf",12405.2,603.93,3205.43,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN033","Action",TRUE,NA,FALSE,36.252,-83.081
"TN034","Columbia","No Data","1864-11-24","1864-11-29","TN","MW","MW64-13","Confederate Victory",NA,NA,TRUE,0,"XXIII Army Corps and elements of IV Army Corps [US]; Army of Tennessee [CS]","Unknown","Confederate victory","IV.2","C","http://www.nps.gov/hps/abpp/battles/tn034.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Campbells Station to Columbia.pdf",42912.6,4238.82,6707.3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//TN034","Skirmish",TRUE,NA,FALSE,35.6163,-87.0488
"TN035","Spring Hill","Engagement","1864-11-29","1864-11-29","TN","MW","MW64-13","Union Victory",850,8.33333,TRUE,0,"IV and XXIII Army Corps [US]; Army of Tennessee [CS]","Unknown","Union victory","I.3","B","http://www.nps.gov/hps/abpp/battles/tn035.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Nashville to Spring Hill.pdf",7034.77,2278.37,3204.75,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//TN035","Engagement",TRUE,NA,FALSE,35.7374,-86.9323
"TN036","Franklin II","No Data","1864-11-30","1864-11-30","TN","MW","MW64-13","Union Victory",9933,0.0833333,TRUE,0,"IV and XXIII Army Corps (Army of the Ohio and Cumberland) [US]; Army of Tennessee [CS]","8,587 total (US 2,326; CS 6,261)","Union victory","IV.1","A","http://www.nps.gov/hps/abpp/battles/tn036.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Fort Pillow to FranklinII.pdf",13681.1,2610.71,NA,TRUE,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"","A","A","http://aad.archives.gov/aad//TN036","Battle",TRUE,NA,FALSE,35.9174,-86.8733
"TN037","Murfreesboro II","Demonstration","1864-12-05","1864-12-07","TN","MW","MW64-13","Union Victory",422,0.0833333,TRUE,0,"District of Tennessee (forces in Murfreesboro area; approx. 8,000) [US]; Forrest's Cavalry, Bate's Infantry Division, and Brig. Gen. Claudius Sears's and Brig. Gen. Joseph B. Palmer's Infantry Brigades (6,500-7,000) [CS]","422 total (US 225; CS 197)","Union victory","II.4","D","http://www.nps.gov/hps/abpp/battles/tn037.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Memphis I to Murfreesboro II.pdf",7174.05,799.52,1335.3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN037","Demonstration",TRUE,NA,FALSE,35.8689,-86.4593
"TN038","Nashville","Battle","1864-12-15","1864-12-16","TN","MW","MW64-13","Union Victory",9561,0.0833333,TRUE,0,"IV Army Corps, XXIII Army Corps, Detachment of Army of the Tennessee, provisional detachment, and cavalry corps [US]; Army of Tennessee [CS]","6,602 total (US 2,140; CS 4,462)","Union victory","IV.2","A","http://www.nps.gov/hps/abpp/battles/tn038.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Nashville to Spring Hill.pdf",39422.5,3840.14,NA,TRUE,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//TN038","Battle",TRUE,NA,FALSE,36.0881,-86.8098
"TX001","Sabine Pass I","No Data","1862-09-24","1862-09-25","TX","TM","TM62-07","Union Victory",NA,NA,TRUE,0,"Steamer Kensington, Schooner Rachel Seaman, and Mortar Schooner Henry James [US]; Fort Griffith Garrison (30) and 25 mounted men 3 1/2 miles away [CS]","Unknown","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/tx001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportTexasUpdate.pdf",6229.72,2665.96,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","C","C","http://aad.archives.gov/aad//TX001","Engagement",TRUE,NA,FALSE,29.7359,-93.8711
"TX002","Galveston I","Capture","1862-10-04","1862-10-04","TX","TM","TM62-07","Union Victory",NA,NA,TRUE,0,"None","None","Union victory","IV.1","D","http://www.nps.gov/hps/abpp/battles/tx002.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportTexasUpdate.pdf",20539.7,4765.4,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TX002","Naval",TRUE,NA,FALSE,29.3397,-94.774
"TX003","Galveston II","Recapture","1863-01-01","1863-01-01","TX","TM","TM63-01","Confederate Victory",650,8.33333,TRUE,0,"Companies D, G and I, 42nd Massachusetts Volunteer Infantry Regiment and the Blockading ships [US]; four Confederate gunboats and district of Texas, New Mexico, and Arizona troops [CS]","650 total (US 600; CS 50)","Confederate victory","IV.1","B","http://www.nps.gov/hps/abpp/battles/tx003.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportTexasUpdate.pdf",19434,3855.6,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","B","C","http://aad.archives.gov/aad//TX003","Recapture",TRUE,NA,FALSE,29.3395,-94.767
"TX005","Palmito Ranch","No Data","1865-05-12","1865-05-13","TX","TM","TM65-01","Confederate Victory",148,0.0833333,TRUE,0,"Detachments from the 62nd U.S. Colored Infantry Regiment, 2nd Texas Cavalry Regiment, and 34th Indiana Volunteer Infantry [US]; Detachments from Gidding's Regiment, Anderson's Battalion of Cavalry, and numerous other Confederate units and southern sympathizers [CS]","Total unknown (US 118; CS unknown)","Confederate victory","III.4","D","http://www.nps.gov/hps/abpp/battles/tx005.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportTexasUpdate.pdf",11696.3,3744.78,8964.71,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"D","D","","http://aad.archives.gov/aad//TX005","Skirmish",TRUE,NA,FALSE,25.9467,-97.2853
"TX006","Sabine Pass II","No Data","1863-09-08","1863-09-08","TX","TM","TM63-07","Confederate Victory",350,8.33333,TRUE,0,"4 gunboats and 7 transports loaded with troops [US]; Texan Davis Guards (44 men) [CS]","(US 230; CS unknown)","Confederate victory","II.2","B","http://www.nps.gov/hps/abpp/battles/tx006.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportTexasUpdate.pdf",6489.15,3377.22,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","","","http://aad.archives.gov/aad//TX006","Attack",TRUE,NA,FALSE,29.7205,-93.8708
"VA001","Sewell's Point","Engagement","1861-05-18","1861-05-19","VA","ME","ME61-01","Indecisive",10,8.33333,TRUE,0,"Two gunboats [US]; battery garrison [CS]","10 total","Inconclusive","IV.2","D","http://www.nps.gov/hps/abpp/battles/va001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf",11569,1781.39,9878.91,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//VA001","Naval",TRUE,NA,FALSE,36.9547,-76.3267
"VA002","Aquia Creek","Attack","1861-05-29","1861-06-01","VA","ME","ME61-01","Indecisive",10,8.33333,TRUE,0,"3 gunboats [US]; battery garrison [CS]","10 total","Inconclusive","II.4","D","http://www.nps.gov/hps/abpp/battles/va002.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf",10088.8,1594.14,1069.56,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA002","Attack",TRUE,NA,FALSE,38.3893,-77.3157
"VA003","Big Bethel","Engagement","1861-06-10","1861-06-10","VA","ME","ME61-01","Confederate Victory",84,0.0833333,TRUE,0,"4,700 total (US 3,500; CS 1,200)","87 total (US 79; CS 8)","Confederate victory","IV.2","C","http://www.nps.gov/hps/abpp/battles/va003.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Balls Bluff to Big Bethel.pdf",121468,684.04,NA,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA003","Engagement",TRUE,NA,FALSE,37.0937,-76.425
"VA004","Blackburn's Ford","Action","1861-07-18","1861-07-18","VA","ME","ME61-03","Confederate Victory",151,0.0833333,TRUE,0,"Brigades","151 total (US 83; CS 68)","Confederate victory","IV.1","C","http://www.nps.gov/hps/abpp/battles/va004.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf",1975.38,863.56,482.27,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA004","Action",TRUE,NA,FALSE,38.8042,-77.4492
"VA005","Manassas I","Battle","1861-07-21","1861-07-21","VA","ME","ME61-03","Confederate Victory",4878,0.0833333,TRUE,0,"60,680 total (US 28,450; CS 32,230)","4,700 total (US 2,950; CS 1,750)","Confederate victory","III.1","A","http://www.nps.gov/hps/abpp/battles/va005.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf",18052.1,2390.08,8067.5,TRUE,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,"","","","http://aad.archives.gov/aad//VA005","Battle",TRUE,NA,FALSE,38.8147,-77.5227
"VA006","Ball's Bluff","Engagement","1861-10-21","1861-10-21","VA","ME","ME61-05","Confederate Victory",1070,8.33333,TRUE,0,"3,600 total (US 2,000; CS 1,600)","1,070 total (US 921; CS 149)","Confederate victory","III.2","B","http://www.nps.gov/hps/abpp/battles/va006.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Balls Bluff to Big Bethel.pdf",10436.2,2620.64,1072.29,TRUE,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"","","C","http://aad.archives.gov/aad//VA006","Engagement",TRUE,NA,FALSE,39.1282,-77.5277
"VA007","Dranesville","Engagement","1861-12-20","1861-12-20","VA","ME","ME61-05","Union Victory",301,0.0833333,TRUE,0,"Brigades","301 total (US 71; CS 230)","Union victory","","C","http://www.nps.gov/hps/abpp/battles/va007.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf",1272.24,742.89,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","D","","http://aad.archives.gov/aad//VA007","Engagement",TRUE,NA,FALSE,38.9955,-77.3372
"VA008","Hampton Roads","Engagement","1862-03-08","1862-03-09","VA","ME","ME62-04","Indecisive",433,0.0833333,TRUE,0,"4 warships [US]; 1 warship [CS]","433 total (US 409; CS 24)","Inconclusive","II.2","B","http://www.nps.gov/hps/abpp/battles/va008.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Hampton Roads to High Bridge.pdf",46034.5,13686.4,35040.8,TRUE,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,"","","","http://aad.archives.gov/aad//VA008","Naval",TRUE,NA,FALSE,36.9833,-76.3197
"VA009","Yorktown","Siege","1862-04-05","1862-05-04","VA","ME","ME62-04","Indecisive",482,0.0833333,TRUE,0,"Armies","320 total","Inconclusive","III.2","B","http://www.nps.gov/hps/abpp/battles/va009.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Winchester II to Yorktown.pdf",63960.8,5905.9,17734.2,TRUE,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,"","","","http://aad.archives.gov/aad//VA009","Siege",TRUE,NA,FALSE,37.184,-76.534
"VA010","Williamsburg","Battle","1862-05-05","1862-05-05","VA","ME","ME62-04","Indecisive",3843,0.0833333,TRUE,0,"72,591 total (US 40,768;CS 31,823)","3,843 total (US 2,283; CS 1,560)","Inconclusive","III.2","B","http://www.nps.gov/hps/abpp/battles/va010.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Williamsburg to Winchester I.pdf",10369.4,1575.42,1075.23,TRUE,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA010","Battle",TRUE,NA,FALSE,37.2642,-76.6659
"VA011","Eltham's Landing","Engagement","1862-05-07","1862-05-07","VA","ME","ME62-04","Indecisive",234,0.0833333,TRUE,0,"Divisions","242 total (US 194; CS 48)","Inconclusive","III.4","D","http://www.nps.gov/hps/abpp/battles/va011.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Elthams Landing to Five Forks.pdf",9717.4,2924.83,8749.47,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","D","","http://aad.archives.gov/aad//VA011","Engagement",TRUE,NA,FALSE,37.5002,-76.8423
"VA012","Drewry's Bluff","Engagement","1862-05-15","1862-05-15","VA","ME","ME62-04","Confederate Victory",39,0.0833333,TRUE,0,"5 gunboats [US]; battery garrison [CS]","41 total","Confederate victory","III.2","B","http://www.nps.gov/hps/abpp/battles/va012.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf",564.83,258.34,550.95,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//VA012","Naval",TRUE,NA,FALSE,37.4211,-77.4229
"VA013","Hanover Court House","Engagement","1862-05-27","1862-05-27","VA","ME","ME62-04","Union Victory",1101,0.0833333,TRUE,0,"Divisions","1,327 total (US 397; CS 930)","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/va013.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Hampton Roads to High Bridge.pdf",7746.83,2078.07,6813.7,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA013","Engagement",TRUE,NA,FALSE,37.7222,-77.3763
"VA014","Seven Pines","Battle","1862-05-31","1862-06-01","VA","ME","ME62-04","Indecisive",11100,833.333,TRUE,0,"(84,000 total)","13,736 total (US 5,739; CS 7,997)","Inconclusive","IV.2","B","http://www.nps.gov/hps/abpp/battles/va014.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf",11578.5,4037.55,3085.65,TRUE,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA014","Battle",TRUE,NA,FALSE,37.5209,-77.3042
"VA015","Oak Grove","Engagement","1862-06-25","1862-06-25","VA","ME","ME62-04","Indecisive",1067,0.0833333,TRUE,0,"Corps","1,057 total (US 516; CS 541)","Inconclusive (Union forces withdrew to their lines.)","IV.2","D","http://www.nps.gov/hps/abpp/battles/va015.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Oak Grove to Opequon.pdf",5881.98,2539.47,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA015","Engagement",TRUE,NA,FALSE,37.5154,-77.3292
"VA016","Beaver Dam Creek","Battle","1862-06-26","1862-06-26","VA","ME","ME62-04","Union Victory",1845,0.0833333,TRUE,0,"31,987 total (US 15,631; CS 16,356)","1,700 total (US 400; CS 1,300)","Union victory","IV.2","B","http://www.nps.gov/hps/abpp/battles/va016.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Balls Bluff to Big Bethel.pdf",14908.2,2687.25,4184.59,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA016","Battle",TRUE,NA,FALSE,37.5985,-77.3599
"VA017","Gaines' Mill","Battle","1862-06-27","1862-06-27","VA","ME","ME62-04","Confederate Victory",15587,0.0833333,TRUE,0,"91,232 total (US 34,214; CS 57,018)","15,500 total (US 6,800; CS 8,700)","Confederate victory","I.1","A","http://www.nps.gov/hps/abpp/battles/va017.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Gaines Mill to Guard Hill.pdf",11545.3,3331.36,7641.4,TRUE,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,"","","","http://aad.archives.gov/aad//VA017","Battle",TRUE,NA,FALSE,37.579,-77.2872
"VA018","Garnett's & Golding's Farms","No Data","1862-06-27","1862-06-28","VA","ME","ME62-04","Indecisive",627,0.0833333,TRUE,0,"Divisions","830 total","Inconclusive","IV.2","D","http://www.nps.gov/hps/abpp/battles/va018.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Gaines Mill to Guard Hill.pdf",4683.88,1970.63,960.7,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA018","Action",TRUE,NA,FALSE,37.5532,-77.3145
"VA019","Savage's Station","Battle","1862-06-29","1862-06-29","VA","ME","ME62-04","Indecisive",1363,0.0833333,TRUE,0,"Divisions","4,700 total (US 2,500 wounded were captured)","Inconclusive","IV.1","C","http://www.nps.gov/hps/abpp/battles/va019.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf",17279.9,1925.84,8490.79,TRUE,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//VA019","Battle",TRUE,NA,FALSE,37.5222,-77.271
"VA020","Glendale/White Oak Swamp","No Data","1862-06-30","1862-06-30","VA","ME","ME62-04","Indecisive",6300,833.333,TRUE,0,"Armies","7000 total","Inconclusive","I.3","B","http://www.nps.gov/hps/abpp/battles/va020.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/White oak Road to Wilderness.pdf",16497.4,5231.68,11969.8,TRUE,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","A","","http://aad.archives.gov/aad//VA020B","Battle",TRUE,NA,FALSE,37.4379,-77.2381
"VA021","Malvern Hill","Battle","1862-07-01","1862-07-01","VA","ME","ME62-04","Union Victory",8355,0.0833333,TRUE,0,"Armies","8,500 total","Union victory","I.1","A","http://www.nps.gov/hps/abpp/battles/va021.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf",9659,3229.24,8718.15,TRUE,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA021","Battle",TRUE,NA,FALSE,37.4124,-77.2509
"VA022","Cedar Mountain","Battle","1862-08-09","1862-08-09","VA","ME","ME62-05","Confederate Victory",3900,833.333,TRUE,0,"24,898 total (US 8,030; CS 16,868)","2,707 total (US 1,400; CS 1,307)","Confederate victory","II.2","B","http://www.nps.gov/hps/abpp/battles/va022.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Cedar Creek to Chancellorsville.pdf",9812.46,3225.71,9583.97,TRUE,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"","A","","http://aad.archives.gov/aad//VA022","Battle",TRUE,NA,FALSE,38.4014,-78.0658
"VA023","Rappahannock Station I","No Data","1862-08-22","1862-08-25","VA","ME","ME62-05","Indecisive",225,0.0833333,TRUE,0,"Brigades","225 total","Inconclusive","II.4","D","http://www.nps.gov/hps/abpp/battles/va023.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Rappahannock I and II.pdf",34745.4,2358.46,28464,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//VA023","Engagement",TRUE,NA,FALSE,38.5272,-77.8302
"VA024","Manassas Station Operations","Operations","1862-08-26","1862-08-27","VA","ME","ME62-05","Confederate Victory",NA,NA,TRUE,1,"Divisions","1,100 total","Confederate victory","IV.1","B","http://www.nps.gov/hps/abpp/battles/va024.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf",11279.7,3771.22,2491.78,TRUE,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"C","","","http://aad.archives.gov/aad//VA024","Engagement",TRUE,NA,FALSE,38.7322,-77.5453
"VA025","Thoroughfare Gap","Engagement","1862-08-28","1862-08-28","VA","ME","ME62-05","Confederate Victory",100,833.333,TRUE,0,"Divisions","100 total","Confederate victory","III.3","C","http://www.nps.gov/hps/abpp/battles/va025.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf",3872.19,825.78,3488.62,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA025","Engagement",TRUE,NA,FALSE,38.8243,-77.7148
"VA026","Manassas II","Battle","1862-08-28","1862-08-30","VA","ME","ME62-05","Confederate Victory",22179,0.0833333,TRUE,0,"Armies","22,180 total (US 13,830; CS 8,350)","Confederate victory","I.2","A","http://www.nps.gov/hps/abpp/battles/va026.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf",17346.5,6890.13,8006.36,TRUE,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA026","Battle",TRUE,NA,FALSE,38.8125,-77.5213
