battle,belligerent,description,commanders,strength,regiments,companies,brigades,divisions,corps,armies,cavalry_regiments,cavalry_brigades,cavalry_divisions,cavalry_corps,cavalry_companies,artillery_batteries,artillery_companies,artillery_regiments,artillery_sections,infantry_regiments,strength_other,ships,guns
TN020,CS,"1st Tennessee Volunteer Cavalry Regiment, 4th Kentucky Cavalry Regiment, and some home guard troops and artillery","[{'fullname': 'John S. Williams', 'last_name': 'Williams', 'first_name': 'John', 'middle_name': 'S.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,2,,,,,,,,,,,,
TN020,US,Department of the Ohio,"[{'fullname': 'Ambrose E. Burnside', 'last_name': 'Burnside', 'first_name': 'Ambrose', 'middle_name': 'E.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
TN021,CS,"Jenkins Division, Longstreet’s Corps","[{'fullname': 'Micah Jenkins', 'last_name': 'Jenkins', 'first_name': 'Micah', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
TN021,US,"XI Army Corps and 2nd Division, XII Army Corps","[{'fullname': 'Joseph Hooker', 'last_name': 'Hooker', 'first_name': 'Joseph', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'John W. Geary', 'last_name': 'Geary', 'first_name': 'John', 'middle_name': 'W.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,1,1,,,,,,,,,,,,,,
TN022,CS,"Cavalry Division (2,500)","[{'fullname': 'James R. Chalmers', 'last_name': 'Chalmers', 'first_name': 'James', 'middle_name': 'R.', 'rank': 'Brigadier General', 'suffix': ''}]",2500,,,,,,,,,,,,,,,,,,,
TN022,US,3rd Cavalry Brigade (850),"[{'fullname': 'Edward Hatch', 'last_name': 'Hatch', 'first_name': 'Edward', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}]",850,,,,,,,,,,,,,,,,,,,
TN023,CS,Longstreet’s Corps,"[{'fullname': 'James Longstreet', 'last_name': 'Longstreet', 'first_name': 'James', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}]",,,,,,1,,,,,,,,,,,,,,
TN023,US,Department of the Ohio,"[{'fullname': 'Ambrose E. Burnside', 'last_name': 'Burnside', 'first_name': 'Ambrose', 'middle_name': 'E.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
TN024,CS,Army of Tennessee,"[{'fullname': 'Braxton Bragg', 'last_name': 'Bragg', 'first_name': 'Braxton', 'middle_name': '', 'rank': 'General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
TN024,US,Military Division of the Mississippi,"[{'fullname': 'Ulysses S. Grant', 'last_name': 'Grant', 'first_name': 'Ulysses', 'middle_name': 'S.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
TN025,CS,Longstreet’s Corps,"[{'fullname': 'James Longstreet', 'last_name': 'Longstreet', 'first_name': 'James', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}]",,,,,,1,,,,,,,,,,,,,,
TN025,US,Army of the Ohio,"[{'fullname': 'Ambrose E. Burnside', 'last_name': 'Burnside', 'first_name': 'Ambrose', 'middle_name': 'E.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
TN026,CS,Longstreet’s 1st Corps Army of Northern Virginia,"[{'fullname': 'James Longstreet', 'last_name': 'Longstreet', 'first_name': 'James', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}]",,,,,,1,,,,,,,,,,,,,,
TN026,US,"Cavalry Corps, Department of the Ohio","[{'fullname': 'J. M. Shackelford', 'last_name': 'Shackelford', 'first_name': 'J.', 'middle_name': 'M.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,,1,,,,,,,,,
TN027,CS,"Martin’s Cavalry Brigade, Department of East Tennessee","[{'fullname': 'William T. Martin', 'last_name': 'Martin', 'first_name': 'William', 'middle_name': 'T.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,1,,,,,,,,,,,
TN027,US,"Cavalry Corps, Army of the Ohio, and 1st Brigade, 2nd Division, XXIII Corps","[{'fullname': 'Samuel D. Sturgis', 'last_name': 'Sturgis', 'first_name': 'Samuel', 'middle_name': 'D.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,1,,,,,,,1,,,,,,,,,
TN028,CS,Department of East Tennessee,"[{'fullname': 'James Longstreet', 'last_name': 'Longstreet', 'first_name': 'James', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
TN028,US,"Cavalry Corps, Army of the Ohio, and Infantry of the IV Army Corps","[{'fullname': 'Samuel D. Sturgis', 'last_name': 'Sturgis', 'first_name': 'Samuel', 'middle_name': 'D.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,1,,,,,1,,,,,,,,,
TN029,CS,"Cavalry Brigade, Department of East Tennessee","[{'fullname': 'William T. Martin', 'last_name': 'Martin', 'first_name': 'William', 'middle_name': 'T.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,1,,,,,,,,,,,
TN029,US,"Cavalry Division, Cavalry Corps, Army of the Ohio","[{'fullname': 'Samuel D. Sturgis', 'last_name': 'Sturgis', 'first_name': 'Samuel', 'middle_name': 'D.', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'Edward M. McCook', 'last_name': 'McCook', 'first_name': 'Edward', 'middle_name': 'M.', 'rank': 'Colonel', 'suffix': ''}]",,,,,,,,,,1,,,,,,,,,,
TN030,CS,"Brig. Gen. James R. Chalmers’s 1st Division, Forrest’s Cavalry Corps","[{'fullname': 'Nathan Bedford Forrest', 'last_name': 'Forrest', 'first_name': 'Nathan', 'middle_name': 'Bedford', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,1,,,,,,,,,,
TN030,US,Fort Pillow Garrison (approx. 600),"[{'fullname': 'Lionel F. Booth', 'last_name': 'Booth', 'first_name': 'Lionel', 'middle_name': 'F.', 'rank': 'Major', 'suffix': ''}, {'fullname': 'William F. Bradford', 'last_name': 'Bradford', 'first_name': 'William', 'middle_name': 'F.', 'rank': 'Major', 'suffix': ''}]",600,,,,,,,,,,,,,,,,,,,
TN031,CS,Forrest’s Cavalry Division,"[{'fullname': 'Nathan Bedford Forrest', 'last_name': 'Forrest', 'first_name': 'Nathan', 'middle_name': 'Bedford', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,1,,,,,,,,,,
TN031,US,Memphis Garrison,"[{'fullname': 'Cadwallader C. Washburn', 'last_name': 'Washburn', 'first_name': 'Cadwallader', 'middle_name': 'C.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
TN032,CS,Forrest’s Cavalry Division,"[{'fullname': 'Nathan Bedford Forrest', 'last_name': 'Forrest', 'first_name': 'Nathan', 'middle_name': 'Bedford', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,3,,,,,,,,,,
TN032,US,Johnsonville garrison and three gunboats,"[{'fullname': 'C.R. Thompson', 'last_name': 'Thompson', 'first_name': 'C.R.', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}, {'fullname': 'Edward M. King', 'last_name': 'King', 'first_name': 'Edward', 'middle_name': 'M.', 'rank': 'Lieutenant Commander', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,3,
TN033,CS,"Department of Western Virginia and East Tennessee (approximately 2,400)","[{'fullname': 'John C. Breckinridge', 'last_name': 'Breckinridge', 'first_name': 'John', 'middle_name': 'C.', 'rank': 'Major General', 'suffix': ''}]",2400,,,,,,,,,,,,,,,,,,,
TN033,US,"Governor’s Guard Brigade, State of Tennessee","[{'fullname': 'Alvan C. Gillem', 'last_name': 'Gillem', 'first_name': 'Alvan', 'middle_name': 'C.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,1,,,,,,,,,,,,,,,,
TN034,CS,Army of Tennessee,"[{'fullname': 'John Bell Hood', 'last_name': 'Hood', 'first_name': 'John', 'middle_name': 'Bell', 'rank': 'General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
TN034,US,XXIII Army Corps and elements of IV Army Corps,"[{'fullname': 'John M. Schofield', 'last_name': 'Schofield', 'first_name': 'John', 'middle_name': 'M.', 'rank': 'Major General', 'suffix': ''}]",,,,,,1.5,,,,,,,,,,,,,,
TN035,CS,Army of Tennessee,"[{'fullname': 'John Bell Hood', 'last_name': 'Hood', 'first_name': 'John', 'middle_name': 'Bell', 'rank': 'General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
TN035,US,IV and XXIII Army Corps,"[{'fullname': 'John M. Schofield', 'last_name': 'Schofield', 'first_name': 'John', 'middle_name': 'M.', 'rank': 'Major General', 'suffix': ''}]",,,,,,2,,,,,,,,,,,,,,
TN036,CS,Army of Tennessee,"[{'fullname': 'John Bell Hood', 'last_name': 'Hood', 'first_name': 'John', 'middle_name': 'Bell', 'rank': 'General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
TN036,US,"IV Corps, Army of the Cumberland and XXIII Corps, Army of the Ohio","[{'fullname': 'John M. Schofield', 'last_name': 'Schofield', 'first_name': 'John', 'middle_name': 'M.', 'rank': 'Major General', 'suffix': ''}]",,,,,,2,,,,,,,,,,,,,,
TN037,CS,"Forrest’s Cavalry Division, Bate's Infantry Division, and Sears’s and Palmer’s Infantry Brigades","[{'fullname': 'Nathan Bedford Forrest', 'last_name': 'Forrest', 'first_name': 'Nathan', 'middle_name': 'Bedford', 'rank': 'Major General', 'suffix': ''}]",,,,2,1,,,,,1,,,,,,,,,,
TN037,US,Murfreesboro Garrison,"[{'fullname': 'Lovell H. Rousseau', 'last_name': 'Rousseau', 'first_name': 'Lovell', 'middle_name': 'H.', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'Robert Milroy', 'last_name': 'Milroy', 'first_name': 'Robert', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
TN038,CS,Army of Tennessee,"[{'fullname': 'John Bell Hood', 'last_name': 'Hood', 'first_name': 'John', 'middle_name': 'Bell', 'rank': 'General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
TN038,US,"IV Corps, XXIII Corps, Detachment of Army of the Tennessee, provisional detachment, and cavalry corps","[{'fullname': 'George H. Thomas', 'last_name': 'Thomas', 'first_name': 'George', 'middle_name': 'H.', 'rank': 'Major General', 'suffix': ''}]",,,,,,2,,,,,1,,,,,,,,,
TX001,CS,Garrison at Sabine Pass,"[{'fullname': 'J.S. Irvine', 'last_name': 'Irvine', 'first_name': 'J.S.', 'middle_name': '', 'rank': 'Major', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
TX001,US,Flotilla of the Western Gulf Blockading Squadron,"[{'fullname': 'Frederick Crocker', 'last_name': 'Crocker', 'first_name': 'Frederick', 'middle_name': '', 'rank': 'Acting Master', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
TX002,CS,Garrison at Galveston,"[{'fullname': 'Joseph J. Cook', 'last_name': 'Cook', 'first_name': 'Joseph', 'middle_name': 'J.', 'rank': 'Colonel', 'suffix': ''}, {'fullname': 'Xavier B. Debray', 'last_name': 'Debray', 'first_name': 'Xavier', 'middle_name': 'B.', 'rank': 'Colonel', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
TX002,US,Mortar Flotilla of the Western Gulf Blockading Squadron,"[{'fullname': 'William B. Renshaw', 'last_name': 'Renshaw', 'first_name': 'William', 'middle_name': 'B.', 'rank': 'Commander', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
TX003,CS,"Department of Texas, New Mexico and Arizona, and the Texas Marine Department","[{'fullname': 'John B. Magruder', 'last_name': 'Magruder', 'first_name': 'John', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
TX003,US,"Companies D, G, and I, 42nd Massachusetts Volunteer Infantry Regiment, and the Mortar Flotilla of the Western Gulf Blockading Squadron","[{'fullname': 'Isaac S. Burrell', 'last_name': 'Burrell', 'first_name': 'Isaac', 'middle_name': 'S.', 'rank': 'Colonel', 'suffix': ''}, {'fullname': 'William B. Renshaw', 'last_name': 'Renshaw', 'first_name': 'William', 'middle_name': 'B.', 'rank': 'Commander', 'suffix': ''}]",,,3,,,,,,,,,,,,,,,,,
TX005,CS,"Detachments from Gidding’s Regiment, Anderson’s Battalion of Cavalry, and other Confederate units and southern sympathizers","[{'fullname': 'John S. ""Rip"" Ford', 'last_name': 'Ford', 'first_name': 'John', 'middle_name': 'S.', 'rank': 'Colonel', 'suffix': ''}]",,0.5,,,,,,0.5,,,,,,,,,,,,
TX005,US,"Detachments from the 62nd U.S. Colored Infantry Regiment, 2nd Texas Cavalry Regiment, and 34th Indiana Volunteer Infantry","[{'fullname': 'Theodore H. Barrett', 'last_name': 'Barrett', 'first_name': 'Theodore', 'middle_name': 'H.', 'rank': 'Colonel', 'suffix': ''}]",,1,,,,,,0.5,,,,,,,,,,,,
TX006,CS,Garrison of Fort Griffon (Texan Davis Guards),"[{'fullname': 'Richard W. Dowling', 'last_name': 'Dowling', 'first_name': 'Richard', 'middle_name': 'W.', 'rank': 'Lieutenant', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
TX006,US,Flotilla of the Western Gulf Blockading Squadron and 150 Army sharpshooters,"[{'fullname': 'William B. Franklin', 'last_name': 'Franklin', 'first_name': 'William', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'Frederick Crocker', 'last_name': 'Crocker', 'first_name': 'Frederick', 'middle_name': '', 'rank': 'Captain', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
VA001,CS,"Battery Garrison, unknown","[{'fullname': 'Walter Gwynn', 'last_name': 'Gwynn', 'first_name': 'Walter', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'Peyton Colquitt', 'last_name': 'Colquitt', 'first_name': 'Peyton', 'middle_name': '', 'rank': 'Captain', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
VA001,US,"Gunboats, 2","[{'fullname': 'D.L. Braine U.S.N.', 'last_name': 'U.S.N.', 'first_name': 'D.L.', 'middle_name': 'Braine', 'rank': 'Lieutenant', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,1,
VA002,CS,"Battery Garrison, approximately 1,000","[{'fullname': 'Daniel Ruggles', 'last_name': 'Ruggles', 'first_name': 'Daniel', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}]",1000,,,,,,,,,,,,,,,,,,,
VA002,US,"Gunboats, 4","[{'fullname': 'James H. Ward', 'last_name': 'Ward', 'first_name': 'James', 'middle_name': 'H.', 'rank': 'Commander', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,4,
VA003,CS,"1,200","[{'fullname': 'John B. Magruder', 'last_name': 'Magruder', 'first_name': 'John', 'middle_name': 'B.', 'rank': 'Colonel', 'suffix': ''}, {'fullname': 'D.H. Hill', 'last_name': 'Hill', 'first_name': 'D.H.', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}]",1200,,,,,,,,,,,,,,,,,,,
VA003,US,"3,500","[{'fullname': 'Ebenezer Pierce', 'last_name': 'Pierce', 'first_name': 'Ebenezer', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",3500,,,,,,,,,,,,,,,,,,,
VA004,CS,"7,000","[{'fullname': 'P.G.T. Beauregard', 'last_name': 'Beauregard', 'first_name': 'P.G.T.', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",7000,,,,,,,,,,,,,,,,,,,
VA004,US,"3,000","[{'fullname': 'Irvin McDowell', 'last_name': 'McDowell', 'first_name': 'Irvin', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",7000,,,,,,,,,,,,,,,,,,,
VA005,CS,"32,230","[{'fullname': 'Joseph E. Johnston', 'last_name': 'Johnston', 'first_name': 'Joseph', 'middle_name': 'E.', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'P.G.T. Beauregard', 'last_name': 'Beauregard', 'first_name': 'P.G.T.', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",32230,,,,,,,,,,,,,,,,,,,
VA005,US,"28,450","[{'fullname': 'Irvin McDowell', 'last_name': 'McDowell', 'first_name': 'Irvin', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",28450,,,,,,,,,,,,,,,,,,,
VA006,CS,"1,600","[{'fullname': 'Nathan G. Evans', 'last_name': 'Evans', 'first_name': 'Nathan', 'middle_name': 'G.', 'rank': 'Brigadier General', 'suffix': ''}]",1600,,,,,,,,,,,,,,,,,,,
VA006,US,"2,000","[{'fullname': 'Charles P. Stone', 'last_name': 'Stone', 'first_name': 'Charles', 'middle_name': 'P.', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'Edward Baker', 'last_name': 'Baker', 'first_name': 'Edward', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}]",2000,,,,,,,,,,,,,,,,,,,
VA007,CS,"approximately 4,000","[{'fullname': 'J.E.B. Stuart', 'last_name': 'Stuart', 'first_name': 'J.E.B.', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",4000,,,,,,,,,,,,,,,,,,,
VA007,US,"approximately 5,000","[{'fullname': 'E.O.C. Ord', 'last_name': 'Ord', 'first_name': 'E.O.C.', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",5000,,,,,,,,,,,,,,,,,,,
VA008,CS,"Warship, 1","[{'fullname': 'Franklin Buchanan', 'last_name': 'Buchanan', 'first_name': 'Franklin', 'middle_name': '', 'rank': 'Captain', 'suffix': ''}, {'fullname': 'Catesby R. Jones', 'last_name': 'Jones', 'first_name': 'Catesby', 'middle_name': 'R.', 'rank': 'Lieutenant', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,1,
VA008,US,"Warships, 4","[{'fullname': 'John Worden', 'last_name': 'Worden', 'first_name': 'John', 'middle_name': '', 'rank': 'Lieutenant', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,4,
VA009,CS,"53,000","[{'fullname': 'John B. Magruder', 'last_name': 'Magruder', 'first_name': 'John', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'Joseph E. Johnston', 'last_name': 'Johnston', 'first_name': 'Joseph', 'middle_name': 'E.', 'rank': 'General', 'suffix': ''}]",53000,,,,,,,,,,,,,,,,,,,
VA009,US,"118,000","[{'fullname': 'George B. McClellan', 'last_name': 'McClellan', 'first_name': 'George', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}]",118000,,,,,,,,,,,,,,,,,,,
VA010,CS,"Divisions, 31,823","[{'fullname': 'James Longstreet', 'last_name': 'Longstreet', 'first_name': 'James', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",31823,,,,,,,,,,,,,,,,,,,
VA010,US,"Corps, 40,768","[{'fullname': 'George B. McClellan', 'last_name': 'McClellan', 'first_name': 'George', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}]",40768,,,,,,,,,,,,,,,,,,,
VA011,CS,"approximately 11,000","[{'fullname': 'Gustavius W. Smith', 'last_name': 'Smith', 'first_name': 'Gustavius', 'middle_name': 'W.', 'rank': 'Major General', 'suffix': ''}]",11000,,,,,,,,,,,,,,,,,,,
VA011,US,"4 Gunboats, approximately 11,000","[{'fullname': 'William B. Franklin', 'last_name': 'Franklin', 'first_name': 'William', 'middle_name': 'B.', 'rank': 'Brigadier General', 'suffix': ''}]",11000,,,,,,,,,,,,,,,,,,4,
VA012,CS,"Battery Garrison, unknown","[{'fullname': 'E. Farrand', 'last_name': 'Farrand', 'first_name': 'E.', 'middle_name': '', 'rank': 'Commander', 'suffix': ''}, {'fullname': 'William Mahone', 'last_name': 'Mahone', 'first_name': 'William', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'S. S. Lee', 'last_name': 'Lee', 'first_name': 'S.', 'middle_name': 'S.', 'rank': 'Captain', 'suffix': ''}, {'fullname': 'John Taylor Wood', 'last_name': 'Wood', 'first_name': 'John', 'middle_name': 'Taylor', 'rank': 'Lieutenant', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
VA012,US,"Gunboats, 5","[{'fullname': 'John Rodgers', 'last_name': 'Rodgers', 'first_name': 'John', 'middle_name': '', 'rank': 'Commander', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,5,
VA013,CS,"Brigade, 4,000",[],4000,,,,,,,,,,,,,,,,,,,
VA013,US,"Division, 12,000","[{'fullname': 'Fitz John Porter', 'last_name': 'Porter', 'first_name': 'Fitz', 'middle_name': 'John', 'rank': 'Brigadier General', 'suffix': ''}]",12000,,,,,,,,,,,,,,,,,,,
VA014,CS,"39,000","[{'fullname': 'Joseph E. Johnston', 'last_name': 'Johnston', 'first_name': 'Joseph', 'middle_name': 'E.', 'rank': 'General', 'suffix': ''}, {'fullname': 'G.W. Smith', 'last_name': 'Smith', 'first_name': 'G.W.', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",39000,,,,,,,,,,,,,,,,,,,
VA014,US,"34,000","[{'fullname': 'George B. McClellan', 'last_name': 'McClellan', 'first_name': 'George', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}]",34000,,,,,,,,,,,,,,,,,,,
VA015,CS,unknown,"[{'fullname': 'Robert E. Lee', 'last_name': 'Lee', 'first_name': 'Robert', 'middle_name': 'E.', 'rank': 'General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
VA015,US,unknown,"[{'fullname': 'George B. McClellan', 'last_name': 'McClellan', 'first_name': 'George', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
VA016,CS,"Divisions, 16,356","[{'fullname': 'Robert E. Lee', 'last_name': 'Lee', 'first_name': 'Robert', 'middle_name': 'E.', 'rank': 'General', 'suffix': ''}]",16356,,,,,,,,,,,,,,,,,,,
VA016,US,"Corps, 15,631","[{'fullname': 'Fitz John Porter', 'last_name': 'Porter', 'first_name': 'Fitz', 'middle_name': 'John', 'rank': 'Brigadier General', 'suffix': ''}]",15631,,,,,,,,,,,,,,,,,,,
VA017,CS,"Army, 57,018","[{'fullname': 'Robert E. Lee', 'last_name': 'Lee', 'first_name': 'Robert', 'middle_name': 'E.', 'rank': 'General', 'suffix': ''}]",57018,,,,,,,,,,,,,,,,,,,
VA017,US,"Corps, 34,214","[{'fullname': 'Fitz John Porter', 'last_name': 'Porter', 'first_name': 'Fitz', 'middle_name': 'John', 'rank': 'Brigadier General', 'suffix': ''}]",34214,,,,,,,,,,,,,,,,,,,
VA018,CS,unknown,"[{'fullname': 'John B. Magruder', 'last_name': 'Magruder', 'first_name': 'John', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
VA018,US,unknown,"[{'fullname': 'George B. McClellan', 'last_name': 'McClellan', 'first_name': 'George', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
VA019,CS,"Division, 14,000","[{'fullname': 'John Magruder', 'last_name': 'Magruder', 'first_name': 'John', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",14000,,,,,,,,,,,,,,,,,,,
VA019,US,"II Corps, 26,000","[{'fullname': 'Edwin Sumner', 'last_name': 'Sumner', 'first_name': 'Edwin', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",26000,,,,,,,,,,,,,,,,,,,
VA020,CS,"29,000","[{'fullname': 'Robert E. Lee', 'last_name': 'Lee', 'first_name': 'Robert', 'middle_name': 'E.', 'rank': 'General', 'suffix': ''}, {'fullname': 'Thomas J. Jackson', 'last_name': 'Jackson', 'first_name': 'Thomas', 'middle_name': 'J.', 'rank': 'Major General', 'suffix': ''}]",29000,,,,,,,,,,,,,,,,,,,
