"battle","start_date_1","end_date_1","outcome_cwsac1","significance","theater","campaign","casualties_total_cwsac","casualties_US_cwsac","casualties_CS_cwsac","casualties_mipat_cwsac","core_area","study_area","cwsac_name","outcome_cwsac2","start_date_2","end_date_2","strength_CS_cwsac","strength_US_cwsac","state","casualties_mipat_ken","casualties_total_ken","casualties_US_ken","casualties_CS_ken","strength_US_liv","strength_CS_liv","casualties_US_liv","casualties_CS_liv","outcome_liv","casualties_CS_phi","casualties_US_phi","outcome_bod","casualties_CS_bod","casualties_US_bod","strength_CS_bod","strength_US_bod","casualties_CS_fox","casualties_US_fox","outcome_fox","casualties_US_cdb90","casualties_CS_cdb90","strength_US_cdb90","strength_CS_cdb90","attacker_cdb90","outcome_cdb90","naval_battle","siege","outcome_dbp","dbpedia_uri","strength_US_wiki","strength_CS_wiki","casualties_US_wiki","casualties_CS_wiki","attacker","surrender","start_date","end_date","battle_name","duration","mid_date","battle_num","strength_US","casualties_US","strength_CS","casualties_CS","battle_name_short","outcome","lat","long"
"VA004","1861-07-18","1861-07-18","Confederate","C","Eastern","Manassas Campaign [July 1861]",151,83,68,0,863.56,1975.38,"Blackburn’s Ford","Confederate","1861-07-18","1861-07-18",7000,3000,"VA",0,151,83,68,,,,,,,,,,,,,,83,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Blackburn's_Ford",3000,7000,83,68,"US","None","1861-07-18","1861-07-18","Battle of Blackburn's Ford",1,"1861-07-18",10,2967.9380234733,79.3387283137,7003.7516157121,71.7791417699,"Blackburn's Ford","Confederate",38.8042,-77.4492
"VA005","1861-07-21","1861-07-21","Confederate","A","Eastern","Manassas Campaign [July 1861]",4700,2950,1750,0,2390.08,18052.1,"Manassas I","Confederate","1861-07-21","1861-07-21",32230,28450,"VA",0,4878,2896,1982,28452,32232,1492,1969,"Confederate",1752,2952,"Confederate",2000,2900,32000,35000,1982,3334,"Confederate",2896,1982,35000,32500,"US","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/First_Battle_of_Bull_Run",31500,33000,2896,1982,"US","None","1861-07-21","1861-07-21","First Battle of Bull Run",1,"1861-07-21",11,32553.9920021828,2628.5673343913,33045.7333249519,1980.9494301333,"First Bull Run","Confederate",38.8147,-77.5227
"VA006","1861-10-21","1861-10-21","Confederate","B","Eastern","McClellan's Operations in Northern Virginia [October-December 1861]",1070,921,149,0,2620.64,5782.94,"Balls Bluff","Confederate","1861-10-21","1861-10-21",1600,2000,"VA",0,1070,921,149,,,,,,302,894,,,,,,155,921,"Confederate",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Ball's_Bluff",1720,1709,961,155,"US","Union partial","1861-10-21","1861-10-21","Battle of Ball's Bluff",1,"1861-10-21",25,1686.5775883986,875.0149876679,1693.6430370074,166.5063062818,"Ball's Bluff","Confederate",39.1282,-77.5277
"VA007","1861-12-20","1861-12-20","Union","C","Eastern","McClellan's Operations in Northern Virginia [October-December 1861]",301,71,230,0,742.89,1272.24,"Dranesville","Union","1861-12-20","1861-12-20",4000,5000,"VA",0,301,71,230,,,,,,,,,,,,,194,68,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Dranesville",5000,2500,71,230,"US","None","1861-12-20","1861-12-20","Battle of Dranesville",1,"1861-12-20",33,4880.2167412869,68.6126845488,2903.8545523654,243.3702272221,"Dranesville","Union",38.9955,-77.3372
"VA008","1862-03-08","1862-03-09","Inconclusive","B","Eastern","Peninsula Campaign [March-July 1862]",433,409,24,0,13686.42,46034.51,"Hampton Roads","Inconclusive","1862-03-08","1862-03-09",,,"VA",0,433,409,24,,,,,,,,,,,,,,,,,,,,,,"TRUE","FALSE",,"http://dbpedia.org/resource/Battle_of_Hampton_Roads",,,369,84,"CS","None","1862-03-08","1862-03-09","Battle of Hampton Roads",2,"1862-03-08",46,8055.2758824767,363.9616939526,4297.7953896799,46.4203565695,"Hampton Roads","Inconclusive",36.9833,-76.3197
"VA009","1862-04-05","1862-05-04","Inconclusive","B","Eastern","Peninsula Campaign [March-July 1862]",320,,,6,5905.9,63960.79,"Yorktown","Inconclusive","1862-04-05","1862-05-04",53000,118000,"VA",0,482,182,300,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Siege_of_Yorktown_(1862)",121500,35000,182,300,"US","None","1862-04-05","1862-05-04","Siege of Yorktown (1862)",30,"1862-04-19",57,110743.82943496,196.7313319666,39029.5518812848,158.18209524,"Yorktown (1862)","Inconclusive",37.184,-76.534
"VA010","1862-05-05","1862-05-05","Inconclusive","B","Eastern","Peninsula Campaign [March-July 1862]",3843,2283,1560,0,1575.42,10369.37,"Williamsburg","Inconclusive","1862-05-05","1862-05-05",31823,40768,"VA",0,3843,2283,1560,40768,31823,1866,1570,"Union",1000,2228,"Union",1600,2400,30000,45000,1560,2239,"Union",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Williamsburg",40768,31823,2283,1682,"US","None","1862-05-05","1862-05-05","Battle of Williamsburg",1,"1862-05-05",58,40288.8155453328,2190.7000495594,32842.9225267222,1557.3545999682,"Williamsburg","Inconclusive",37.2642,-76.6659
"VA011","1862-05-07","1862-05-07","Inconclusive","D","Eastern","Peninsula Campaign [March-July 1862]",242,194,48,0,2924.83,9717.4,"Eltham’s Landing","Inconclusive","1862-05-07","1862-05-07",11000,11000,"VA",0,234,186,48,,,,,,,,,,,,,48,186,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Eltham's_Landing",11300,11000,194,48,"CS","None","1862-05-07","1862-05-07","Battle of Eltham's Landing",1,"1862-05-07",59,11055.4140990964,191.5727876651,11272.9518754382,49.5690232452,"Eltham's Landing","Inconclusive",37.5002,-76.8423
"VA012","1862-05-15","1862-05-15","Confederate","B","Eastern","Peninsula Campaign [March-July 1862]",41,,,6,258.34,564.83,"Drewry’s Bluff","Confederate","1862-05-15","1862-05-15",,,"VA",0,39,24,15,,,,,,,,,,,,,,,,,,,,,,"TRUE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Drewry's_Bluff",,,24,15,"US","None","1862-05-15","1862-05-15","Battle of Drewry's Bluff",1,"1862-05-15",61,1691.1442828308,25.3695358825,610.2428358257,14.2598317464,"Drewry's Bluff","Confederate",37.4211,-77.4229
"VA013","1862-05-27","1862-05-27","Union","C","Eastern","Peninsula Campaign [March-July 1862]",1327,397,930,0,2078.07,7746.83,"Hanover Courthouse","Union","1862-05-27","1862-05-27",4000,12000,"VA",0,1101,355,746,,,,,,,,,,,,,265,355,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Hanover_Court_House",12000,4000,376,930,"CS","None","1862-05-27","1862-05-27","Battle of Hanover Court House",1,"1862-05-27",65,11872.4583818542,375.5466711066,4022.7597269726,772.7150087222,"Hanover Court House","Union",37.7222,-77.3763
"VA014","1862-05-31","1862-06-01","Inconclusive","B","Eastern","Peninsula Campaign [March-July 1862]",13736,5739,7997,0,4037.55,11578.55,"Seven Pines","Inconclusive","1862-05-31","1862-06-01",39000,34000,"VA",0,11100,5000,6100,41797,41816,4384,5729,"Union",7997,5739,"Confederate",7000,5000,39000,51000,6134,5031,"Inconclusive",5000,6100,41797,41816,"CS","Union","FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Seven_Pines",34000,39000,5031,6134,"CS","None","1862-05-31","1862-06-01","Battle of Seven Pines",2,"1862-05-31",66,38872.7307721252,4674.8741116546,39314.7310918044,6907.4377098132,"Seven Pines","Inconclusive",37.5209,-77.3042
"VA015","1862-06-25","1862-06-25","Inconclusive","D","Eastern","Peninsula Campaign [March-July 1862]",1057,516,541,0,2539.47,5881.98,"Oak Grove","Inconclusive","1862-06-25","1862-06-25",,,"VA",0,1067,626,441,,,,,,541,516,,,,,,441,626,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Oak_Grove",,,626,441,"US","None","1862-06-25","1862-06-25","Battle of Oak Grove",1,"1862-06-25",76,8922.7175575849,560.0166588491,5322.7632055552,480.3378430701,"Oak Grove","Inconclusive",37.5154,-77.3292
"VA016","1862-06-26","1862-06-26","Union","B","Eastern","Peninsula Campaign [March-July 1862]",1700,400,1300,0,2687.25,14908.23,"Beaver Dam Creek","Union","1862-06-26","1862-06-26",16356,15631,"VA",0,1845,361,1484,15631,16356,256,1484,"Confederate",,,,,,,,1365,361,"Inconclusive",361,1484,15631,16808,"CS","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Beaver_Dam_Creek",15631,16356,361,1484,"CS","None","1862-06-26","1862-06-26","Battle of Beaver Dam Creek",1,"1862-06-26",77,14859.3370543043,351.5569607577,16345.2076269671,1467.9929838173,"Beaver Dam Creek","Union",37.5985,-77.3599
"VA017","1862-06-27","1862-06-27","Confederate","A","Eastern","Peninsula Campaign [March-July 1862]",15500,6800,8700,0,3331.36,11545.33,"Gaines’ Mill","Confederate","1862-06-27","1862-06-27",57018,34214,"VA",0,15587,6837,8750,34214,57018,4001,8751,"Confederate",,,,,,,,8751,6837,"Confederate",6837,8751,34214,57018,"CS","Union","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Gaines's_Mill",34214,57018,6837,7993,"CS","None","1862-06-27","1862-06-27","Battle of Gaines's Mill",1,"1862-06-27",78,32404.9070007159,6294.6751971262,56633.6348393795,8696.0433321298,"Gaines's Mill","Confederate",37.579,-77.2872
"VA018","1862-06-27","1862-06-28","Inconclusive","D","Eastern","Peninsula Campaign [March-July 1862]",830,,,6,1970.63,4683.88,"Garnett’s and Golding’s Farm","Inconclusive","1862-06-27","1862-06-28",,,"VA",0,627,189,438,,,,,,,,,,,,,461,368,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Garnett's_&_Golding's_Farm",,,189,438,"CS","None","1862-06-27","1862-06-28","Battle of Garnett's & Golding's Farm",2,"1862-06-27",79,5497.5352309032,269.067681552,8920.1476990048,452.8138990423,"Garnett's & Golding's Farm","Inconclusive",37.5532,-77.3145
"VA019","1862-06-29","1862-06-29","Inconclusive","C","Eastern","Peninsula Campaign [March-July 1862]",4700,,,6,1925.84,17279.88,"Savage’s Station","Inconclusive","1862-06-29","1862-06-29",14000,26000,"VA",0,1363,919,444,,,,,,,,,,,,,626,1590,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Savage's_Station",26600,14000,1038,473,"CS","None","1862-06-29","1862-06-29","Battle of Savage's Station",1,"1862-06-29",80,25022.9088290999,1227.9113805385,13888.477249292,820.6022523255,"Savage's Station","Inconclusive",37.5222,-77.271
"VA020","1862-06-30","1862-06-30","Inconclusive","B","Eastern","Peninsula Campaign [March-July 1862]",7000,,,6,5231.68,16497.36,"White Oak Swamp/Glendale","Inconclusive","1862-06-30","1862-06-30",29000,32000,"VA",0,6300,2700,3600,,,,,,,,,,,,,3615,2853,"Inconclusive",4443,4241,83345,86748,"CS","Union","FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Glendale",,,3897,3688,"CS","None","1862-06-30","1862-06-30","Battle of Glendale",1,"1862-06-30",81,77585.4439853005,3667.7489596292,37839.8316125436,3659.6104422942,"Glendale","Inconclusive",37.4379,-77.2381
"VA021","1862-07-01","1862-07-01","Union","A","Eastern","Peninsula Campaign [March-July 1862]",8500,,,6,3229.24,9659,"Malvern Hill","Union","1862-07-01","1862-07-01",80000,80000,"VA",0,8355,3000,5355,,,,,,,,,,,,,5355,3214,"Inconclusive",3214,5355,78902,82507,"CS","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Malvern_Hill",54000,55000,2100,5650,"CS","None","1862-07-01","1862-07-01","Battle of Malvern Hill",1,"1862-07-01",83,72833.5711573006,2780.5583300147,63024.4568033185,5645.6876749149,"Malvern Hill","Union",37.4124,-77.2509
"VA022","1862-08-09","1862-08-09","Confederate","B","Eastern","Northern Virginia Campaign [August 1862]",2707,1400,1307,0,3225.71,9812.46,"Cedar Mountain","Confederate","1862-08-09","1862-08-09",16868,8030,"VA",0,3900,2500,1400,8030,16868,1759,1338,"Confederate",1367,1400,"Confederate",1300,2500,20000,18000,1314,2381,"Confederate",2353,1338,8030,16848,"US","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Cedar_Mountain",8030,16868,2353,1338,"US","None","1862-08-09","1862-08-09","Battle of Cedar Mountain",1,"1862-08-09",89,7822.8762901226,2183.4920301033,16778.812400293,1370.0423925755,"Cedar Mountain","Confederate",38.4014,-78.0658
"VA023","1862-08-22","1862-08-25","Inconclusive","D","Eastern","Northern Virginia Campaign [August 1862]",225,,,6,2358.46,34745.39,"Rappahannock Station I","Inconclusive","1862-08-22","1862-08-25",,,"VA",6,225,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/First_Battle_of_Rappahannock_Station",,,,,"CS","None","1862-08-22","1862-08-25","First Battle of Rappahannock Station",4,"1862-08-24",92,3291.6183676537,123.3072595164,4859.0595050982,114.902207876,"First Rappahannock Station","Inconclusive",38.5272,-77.8302
"VA024","1862-08-25","1862-08-27","Confederate","B","Eastern","Northern Virginia Campaign [August 1862]",1100,,,6,3771.22,11279.66,"Manassas Station Operations","Confederate","1862-08-25","1862-08-27",,,"VA",7,,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Manassas_Station_Operations_(Stonewall_Jackson)",,,1144,173,"CS","None","1862-08-25","1862-08-27","Manassas Station Operations (Stonewall Jackson)",3,"1862-08-26",93,8256.2963970291,982.2377966533,11546.0236753633,233.8124240771,"Manassas Station Operations","Confederate",38.7322,-77.5453
"VA025","1862-08-28","1862-08-28","Confederate","C","Eastern","Northern Virginia Campaign [August 1862]",100,,,6,825.78,3872.19,"Thoroughfare Gap","Confederate","1862-08-28","1862-08-28",,,"VA",6,100,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Thoroughfare_Gap",5000,28000,,,"CS","None","1862-08-28","1862-08-28","Battle of Thoroughfare Gap",1,"1862-08-28",94,4504.9877392259,68.1635368765,28534.5569238627,29.135588032,"Thoroughfare Gap","Confederate",38.8243,-77.7148
"VA026","1862-08-28","1862-08-30","Confederate","A","Eastern","Northern Virginia Campaign [August 1862]",22180,13830,8350,0,6890.13,17346.5,"Manassas II","Confederate","1862-08-28","1862-08-30",55000,63000,"VA",0,22179,13826,8353,,,,,,10700,14800,"Confederate",9500,14500,50000,70000,,,"Confederate",14462,9474,75696,48527,"US","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Second_Battle_of_Bull_Run",62000,50000,10000,8300,"CS","None","1862-08-28","1862-08-30","Second Battle of Bull Run",3,"1862-08-29",95,69359.9979967011,12951.4909502346,50687.3814198104,9398.2445687307,"Second Bull Run","Confederate",38.8125,-77.5213
"VA027","1862-09-01","1862-09-01","Inconclusive","B","Eastern","Northern Virginia Campaign [August 1862]",2100,1300,800,0,366.34,1557.86,"Chantilly","Inconclusive","1862-09-01","1862-09-01",20000,6000,"VA",0,2100,1300,800,,,,,,800,1300,,,,,,,,,,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Chantilly",6000,20000,1300,800,"CS","None","1862-09-01","1862-09-01","Battle of Chantilly",1,"1862-09-01",97,5686.737382667,1262.6229106304,20260.9941318496,812.0657665975,"Chantilly","Inconclusive",38.8645,-77.3695
"VA028","1862-12-11","1862-12-15","Confederate","A","Eastern","Fredericksburg Campaign [November-December 1862]",17929,13353,4576,0,8931.12,13188,"Fredericksburg I","Confederate","1862-12-11","1862-12-15",72497,100007,"VA",0,17900,12600,5300,100007,72497,10884,4656,"Confederate",4576,12353,"Confederate",5400,13000,78000,117000,5315,12653,"Confederate",12653,4656,106007,72497,"US","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Fredericksburg",114000,72500,12653,5377,"US","None","1862-12-11","1862-12-15","Battle of Fredericksburg",5,"1862-12-13",118,101230.575698434,11882.3911200522,72859.7963231639,5149.0587429974,"Fredericksburg","Confederate",38.2995,-77.4705
"VA029","1863-03-17","1863-03-17","Inconclusive","C","Eastern","Cavalry Operations along the Rappahannock [March 1863]",200,,,6,1894.52,3755.5,"Kelly’s Ford","Inconclusive","1863-03-17","1863-03-17",800,2100,"VA",0,179,99,80,,,,,,,,,,,,,133,78,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Kelly's_Ford",2100,800,78,133,"US","None","1863-03-17","1863-03-17","Battle of Kelly's Ford",1,"1863-03-17",133,1963.4350959596,82.9988409052,796.9894685045,115.3475695032,"Kelly's Ford","Inconclusive",38.4769,-77.7799
"VA030","1863-04-13","1863-04-15","Inconclusive","C","Eastern","Longstreet's Tidewater Operations [March-April 1863]",,,,7,346.63,1476.26,"Suffolk (Norfleet House Battery)","Inconclusive","1863-04-13","1863-04-15",20000,17000,"VA",6,1160,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Suffolk_(Norfleet_House)",17000,20000,,,"CS","None","1863-04-13","1863-04-15","Battle of Suffolk (Norfleet House)",3,"1863-04-14",140,17259.9706496503,571.0820356129,20350.7422203543,619.1094532759,"Suffolk (Norfleet House)","Inconclusive",36.7597,-76.5671
"VA031","1863-04-11","1863-05-04","Inconclusive","C","Eastern","Longstreet's Tidewater Operations [March-April 1863]",152,,,6,3582.23,40210.29,"Siege of Suffolk (Hill’s Point)","Inconclusive","1863-04-11","1863-05-04",,,"VA",6,1160,,,,,,,,,,,,,,,,266,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Suffolk_(Hill's_Point)",,,17,143,"US","None","1863-04-11","1863-05-04","Battle of Suffolk (Hill's Point)",24,"1863-04-23",150,12924.6900759281,105.0318584107,4249.9443123584,142.5772187175,"Suffolk (Hill's Point)","Inconclusive",36.7149,-76.5829
"VA032","1863-04-30","1863-05-06","Confederate","A","Eastern","Chancellorsville Campaign [April-May 1863]",24000,14000,10000,0,8991.21,41489.06,"Chancellorsville","Confederate","1863-04-30","1863-05-06",57352,97382,"VA",0,23845,13935,9910,97382,57352,11116,10746,"Confederate",12281,16030,"Confederate",12800,17400,80000,130000,,12587,"Confederate",17278,12821,113000,60892,"US","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Chancellorsville",133868,60892,17197,13303,"US","None","1863-04-30","1863-05-06","Battle of Chancellorsville",7,"1863-05-03",152,109043.354449914,15400.5032919817,60708.2892039239,12576.2763442868,"Chancellorsville","Confederate",38.3105,-77.6484
"VA033","1863-05-03","1863-05-04","Confederate","B","Eastern","Chancellorsville Campaign [April-May 1863]",5000,,,6,2451.26,8090.56,"Salem Church","Confederate","1863-05-03","1863-05-04",10000,25000,"VA",0,4968,2903,2065,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Salem_Church",25000,10000,,,"US","None","1863-05-03","1863-05-04","Battle of Salem Church",2,"1863-05-03",151,25118.9844109816,3127.6916720522,9872.8408440658,1780.0497203551,"Salem Church","Confederate",38.2889,-77.5309
"VA034","1863-05-03","1863-05-03","Union","B","Eastern","Chancellorsville Campaign [April-May 1863]",2000,,,6,4384.62,12649.15,"Fredericksburg II","Union","1863-05-03","1863-05-03",12000,25000,"VA",0,1987,1161,826,,,,,,,,,,,,,12764,,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Second_Battle_of_Fredericksburg",25000,12000,,,"US","None","1863-05-03","1863-05-03","Second Battle of Fredericksburg",1,"1863-05-03",149,24671.9307351259,911.2756571033,12126.787666264,2036.0834856568,"Second Fredericksburg","Union",38.2957,-77.4684
"VA035","1863-06-09","1863-06-09","Inconclusive","B","Eastern","Gettysburg Campaign [June-July 1863]",1090,,,6,7632,19324,"Brandy Station","Inconclusive","1863-06-09","1863-06-09",9500,11000,"VA",0,1383,868,515,,,,,,700,500,,,,,,433,866,"Inconclusive",900,500,12000,10000,"US","Union","FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Brandy_Station",11000,9500,907,523,"US","None","1863-06-09","1863-06-09","Battle of Brandy Station",1,"1863-06-09",159,11403.5194636593,754.4836951919,9581.7606738523,516.3720250667,"Brandy Station","Inconclusive",38.5018,-77.8936
"VA036","1863-06-17","1863-06-17","Inconclusive","C","Eastern","Gettysburg Campaign [June-July 1863]",250,,,6,846.54,3865.83,"Aldie","Inconclusive","1863-06-17","1863-06-17",1500,2000,"VA",0,322,199,123,,,,,,,,,,,,,,305,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Aldie",2000,1500,305,114,"US","None","1863-06-17","1863-06-17","Battle of Aldie",1,"1863-06-17",161,1959.2360918579,226.9870433665,1514.4825771577,124.1800373667,"Aldie","Inconclusive",38.9826,-77.6588
"VA037","1863-06-17","1863-06-19","Inconclusive","C","Eastern","Gettysburg Campaign [June-July 1863]",390,,,6,1600.93,4368.19,"Middleburg","Inconclusive","1863-06-17","1863-06-19",,,"VA",0,501,310,191,,,,,,,,,,,,,,99,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Middleburg",,,349,40,"CS","None","1863-06-17","1863-06-19","Battle of Middleburg",3,"1863-06-18",162,5694.5246809098,200.325701079,3854.3325463117,105.0816626645,"Middleburg","Inconclusive",38.9678,-77.7597
"VA038","1863-06-21","1863-06-21","Inconclusive","C","Eastern","Gettysburg Campaign [June-July 1863]",400,,,6,4042.6,14586.9,"Upperville","Inconclusive","1863-06-21","1863-06-21",,,"VA",0,514,318,196,,,,,,,,,,,,,510,209,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Upperville",,,,,"US","None","1863-06-21","1863-06-21","Battle of Upperville",1,"1863-06-21",164,6641.309907211,233.5254240188,2369.6101346544,282.9264426897,"Upperville","Inconclusive",38.9851,-77.8343
