battle,event_type,state,year,battle_name,start_date,end_date,text,cas_k,cas_w,cas_m,cas_mp,cas_kwm,cas_total
6520,Skirmish,TN,1864,"Jan. 16: Skirmish, Morristown Road",1864-01-16,1864-01-16,INDIANA--5th Cavalry.,,,,,,
6521,Skirmish,TN,1864,"Jan. 16: Skirmish, White County",1864-01-16,1864-01-16,MISSOURI--23d Infantry.,,,,,,
6522,Skirmish,TN,1864,"Jan. 16: Skirmish, Kimbrough's Cross Roads",1864-01-16,1864-01-16,"ILLINOIS--14th Cavalry; Colvin's Indpt. Battery Light Arty. INDIANA--5th Cavalry; 65th Mounted Infantry. MICHIGAN--9th Cavalry. OHIO--7th and 9th (1st Battalion) Cavalry. Loss included in Bend of Chucky, Jan. 16.",,,,,,
6523,Occupation,TN,1864,Jan. 16-17: Operations about Dandridge,1864-01-16,1864-01-17,"ILLINOIS--14th Cavalry; Colvin's Indpt. Battery Light Arty.; 27th, 42d, 51st, 112th (Mounted) Infantry. INDIANA--2d, 4th and 5th Cavalry; 18th Indpt. Battery Light Arty.; 40th, 57th, 65th (Mounted) and 68th Infantry. KENTUCKY--1st, 7th, 11th and 12th Cavalry. MICHIGAN--2d, 8th and 9th Cavalry. MISSOURI--2d Cavalry. OHIO--7th and 9th Cavalry; 1st, 6th, 93d, 103d, 111th, 124th and 125th Infantry. PENNSYLVANIA--9th Cavalry. WISCONSIN--1st Cavalry. Union loss, 8 killed, 58 wounded, 17 missing. Total, 83.",,58,17,,8,83
6524,Skirmish,TN,1864,"Jan. 16-17: Skirmishes, Bend of Chucky Road, near Dandridge",1864-01-16,1864-01-17,"ILLINOIS--112th Mounted Infantry. INDIANA--2d and 4th Cavalry; 18th Indpt. Battery Light Arty. KENTUCKY--1st, 7th, 11th and 12th Cavalry. MICHIGAN--2d and 8th Cavalry. PENNSYLVANIA--9th Cavalry. WISCONSIN--1st Cavalry. Union loss, 2 killed, 5 wounded. Total, 7.",,5,,,2,7
6525,Action,TN,1864,"Jan. 16-17: Actions, Bull's Gap",1864-01-16,1864-01-17,MICHIGAN--9th Cavalry.,,,,,,
6526,Action,TN,1864,"Jan. 17: Action, Dandridge",1864-01-17,1864-01-17,"ILLINOIS--14th Cavalry; Colvin's Indpt. Battery Light Arty.; 112th Mounted Infantry. INDIANA--2d, 4th and 5th Cavalry; 18th Indpt. Battery Light Arty.; 65th Mounted Infantry. KENTUCKY--1st, 7th, 11th and 12th Cavalry. MICHIGAN--2d, 8th and 9th Cavalry. OHIO--7th and 9th (1st Battalion) Cavalry; 93d Infantry. PENNSYLVANIA--9th Cavalry. WISCONSIN--1st Cavalry. For loss see operations about Dandridge, Jan. 16-17.",,,,,,
6527,Skirmish,TN,1864,"Jan. 19: Skirmish, Big Springs, near Tazewell",1864-01-19,1864-01-19,"INDIANA--6th Cavalry (Detachment). Union loss, 45 missing.",0,0,45,0,0,45
6528,Skirmish,TN,1864,"Jan. 20: Skirmish, Tracy City",1864-01-20,1864-01-20,"CONNECTICUT--20th Infantry (Co. ""B""). TENNESSEE--Tipton's Company Vidette Cavalry. Union loss, 2 killed.",0,0,0,0,2,2
6529,Skirmish,TN,1864,"Jan. 20: Skirmish, Holston River",1864-01-20,1864-01-20,NEW YORK--79th Infantry.,,,,,,
6530,Skirmish,TN,1864,"Jan. 21-22: Skirmishes, Strawberry Plains",1864-01-21,1864-01-22,"MASSACHUSETTS--36th Infantry. MICHIGAN--20th Infantry. NEW YORK--79th Infantry. UNITED STATES--Batteries ""L"" and ""M,"" 3d Arty. Union loss, 1 killed, 2 wounded, 26 missing. Total, 29.",,2,26,,1,29
6531,Scout,TN,1864,Jan. 21: Scout from Chattanooga to Harrison and Ooltewah,1864-01-21,1864-01-21,ILLINOIS--24th Infantry (Detachment). INDIANA--37th Infantry (Detachment). WISCONSIN--1st Infantry (Detachment).,,,,,,
6532,Skirmish,TN,1864,"Jan. 22: Skirmish, Armstrong's Ferry",1864-01-22,1864-01-22,"MICHIGAN--27th Infantry. Loss included in Strawberry Plains, Jan. 21-22.",,,,,,
6533,Affair,TN,1864,Jan. 22: Affair near Wilsonville,1864-01-22,1864-01-22,OHIO--10th Cavalry (Detachment). PENNSYLVANIA--15th Cavalry (Detachment). TENNESSEE--1st Cavalry (Detachment). Capture of Wagon Train.,,,,,,
6534,Expedition,TN,1864,Jan. 22-27: Expedition from Union City to Trenton,1864-01-22,1864-01-27,ILLINOIS--2d Cavalry (1st Battalion). INDIANA--7th Cavalry. MISSOURI--4th Cavalry. NEW JERSEY--2d Cavalry. PENNSYLVANIA--19th Cavalry.,,,,,,
6535,Skirmish,TN,1864,Jan. 23: Skirmish near Newport,1864-01-23,1864-01-23,"Detachment 2d Brigade, 1st Cavalry Division, 16th Corps.",,,,,,
6536,Scout,TN,1864,"Jan. 23: Scout from La Grange to Ripley, Miss",1864-01-23,1864-01-23,ILLINOIS--7th Cavalry.,,,,,,
6537,Affair,TN,1864,"Jan. 24: Affair, Love's Hill, near Knoxville",1864-01-24,1864-01-24,TENNESSEE--3d Infantry (Detachment).,,,,,,
6538,Skirmish,TN,1864,"Jan. 24: Skirmish, Tazewell",1864-01-24,1864-01-24,"INDIANA--6th Cavalry; 117th and 118th Infantry. KENTUCKY--34th Infantry. MICHIGAN--Battery ""M,"" 1st Light Arty. TENNESSEE--11th Cavalry. Union loss, 4 killed, 6 wounded. Total, 10.",,6,,,4,10
6539,Skirmish,TN,1864,"Jan. 25: Skirmish, La Grange",1864-01-25,1864-01-25,MICHIGAN--3d Cavalry.,,,,,,
6540,Skirmish,TN,1864,"Jan. 26: Skirmish, Seviersville",1864-01-26,1864-01-26,KENTUCKY--1st Cavalry. MICHIGAN--8th Cavalry.,,,,,,
6541,Skirmish,TN,1864,Jan. 26: Skirmish near Knoxville,1864-01-26,1864-01-26,INDIANA--80th Infantry.,,,,,,
6542,Skirmish,TN,1864,"Jan. 26: Skirmishes, Flat Creek and Muddy Creek",1864-01-26,1864-01-26,"ILLINOIS--112th Mounted Infantry. KENTUCKY--1st, 11th and 12th Cavalry. MICHIGAN--8th Cavalry.",,,,,,
6543,Occupation,TN,1864,Jan. 26-28: Operations about Dandridge,1864-01-26,1864-01-28,"ILLINOIS--14th Cavalry; Colvin's Indpt. Battery Light Arty.; 112th Mounted Infantry. INDIANA--2d, 4th and 5th Cavalry; 18th Indpt. Battery Light Arty.; 65th Mounted Infantry. KENTUCKY--1st, 7th, 11th and 12th Cavalry; 11th and 27th Mounted Infantry. MICHIGAN--2d, 8th and 9th Cavalry. OHIO--7th and 9th (1st Battalion) Cavalry; 45th Mounted Infantry. PENNSYLVANIA--9th Cavalry. TENNESSEE--1st Cavalry. WISCONSIN--1st Cavalry.",,,,,,
6544,Engagement,TN,1864,Jan. 27: Engagement near Fair Garden,1864-01-27,1864-01-27,"ILLINOIS--14th Cavalry; Colvin's Indpt. Battery Light Arty.; 112th Mounted Infantry. INDIANA--2d, 4th and 5th Cavalry; 18th Indpt. Battery Light Arty.; 65th Mounted Infantry. KENTUCKY--1st, 7th, 11th and 12th Cavalry; 11th and 27th Mounted Infantry. MICHIGAN--2d, 8th and 9th Cavalry. OHIO--7th and 9th (1st Battalion) Cavalry; 45th Mounted Infantry. PENNSYLVANIA--9th Cavalry. TENNESSEE--1st Cavalry. WISCONSIN--1st Cavalry. Union loss, 4 killed, 27 wounded, 3 missing. Total, 34.",,27,3,,4,34
6545,Skirmish,TN,1864,"Jan. 27: Skirmishes, McNutt's Bridge",1864-01-27,1864-01-27,MICHIGAN--2d Cavalry. PENNSYLVANIA--9th Cavalry. TENNESSEE--1st Cavalry.,,,,,,
6546,Skirmish,TN,1864,"Jan. 27: Skirmish, Scott's Mill Road, near Knoxville",1864-01-27,1864-01-27,"KENTUCKY--13th Infantry. MICHIGAN--23d Infantry. Union loss, 1 killed, 12 missing. Total, 13.",,,12,,1,13
6547,Action,TN,1864,"Jan. 27: Action, Kelly's Ford",1864-01-27,1864-01-27,"ILLINOIS--112th Mounted Infantry. Union loss, 10 killed, 20 wounded, 50 missing. Total, 80.",,20,50,,10,80
6548,Action,TN,1864,"Jan. 28: Action, Dandridge",1864-01-28,1864-01-28,KENTUCKY--12th Cavalry.,,,,,,
6549,Action,TN,1864,"Jan. 28: Action, Fair Garden",1864-01-28,1864-01-28,MICHIGAN--2d Cavalry. WISCONSIN--1st Cavalry.,,,,,,
6550,Action,TN,1864,"Jan. 28: Action, Kelly's Ford",1864-01-28,1864-01-28,ILLINOIS--112th Mounted Infantry.,,,,,,
6551,Skirmish,TN,1864,"Jan. 28: Skirmish, Indian Creek",1864-01-28,1864-01-28,PENNSYLVANIA--15th Cavalry.,,,,,,
6552,Skirmish,TN,1864,"Jan. 28: Skirmish, Island Ford",1864-01-28,1864-01-28,MICHIGAN--9th Cavalry.,,,,,,
6553,Action,TN,1864,"Jan. 28: Action, French Broad",1864-01-28,1864-01-28,KENTUCKY--11th Cavalry.,,,,,,
6554,Skirmish,TN,1864,"Jan. 28: Skirmish, Swann's Island",1864-01-28,1864-01-28,INDIANA--2d and 4th Cavalry. KENTUCKY--7th Cavalry. MICHIGAN--2d Cavalry. WISCONSIN--1st Cavalry.,,,,,,
6555,Skirmish,TN,1864,"Jan. 28: Skirmish, Fain's Island",1864-01-28,1864-01-28,"ILLINOIS--14th Cavalry (Detachment). PENNSYLVANIA--15th Cavalry (Detachment). Union loss, 1 killed, 4 wounded. Total, 5.",,4,,,1,5
6556,Affair,TN,1864,"Jan. 28: Affair, Lee's House, Cornersville Pike",1864-01-28,1864-01-28,OHIO--81st Infantry (Detachment).,,,,,,
6557,Expedition,TN,1864,Jan. 28-Feb. 8: Expedition from Gallatin to Cumberland Mountains,1864-01-28,1864-02-08,OHIO--71st Infantry. TENNESSEE--Garrett's Battalion Infantry.,,,,,,
6558,Expedition,TN,1864,Feb. 1: Expedition from Knoxville to Flat Creek,1864-02-01,1864-02-01,ILLINOIS--107th Infantry. MICHIGAN--23d Infantry. OHIO--111th Infantry.,,,,,,
6559,Reconn,TN,1864,Feb. 1-2: Reconnoissance from Marysville toward Seviersville,1864-02-01,1864-02-02,ILLINOIS--Bridges' Indpt. Battery Light Arty. INDIANA--4th Cavalry. TENNESSEE--1st Cavalry.,,,,,,
6560,Scout,TN,1864,Feb. 1-7: Scout in White and Putnam Counties,1864-02-01,1864-02-07,TENNESSEE--5th Cavalry.,,,,,,
6561,Skirmish,TN,1864,Feb. 2: Skirmish near La Grange,1864-02-02,1864-02-02,(No Reports.),,,,,,
6562,Skirmish,TN,1864,"Feb. 6: Skirmish, Bolivar",1864-02-06,1864-02-06,"INDIANA--7th Cavalry (Detachment). Union loss, 1 killed, 3 wounded. Total, 4.",,3,,,1,4
6563,Expedition,TN,1864,"Feb. 6-18: Expedition from Memphis to Wyatts, Miss.",1864-02-06,1864-02-18,"ALABAMA--1st Cavalry (Detachment). ILLINOIS--Battery ""B,"" 2d Light Arty.; 114th Infantry. INDIANA--93d Infantry. OHIO--72d and 95th Infantry.",,,,,,
6564,Scout,TN,1864,Feb. 8: Scout near Marysville,1864-02-08,1864-02-08,INDIANA--2d Cavalry.,,,,,,
6565,Skirmish,TN,1864,"Feb. 9: Skirmish, Hardin County",1864-02-09,1864-02-09,TENNESSEE--6th Cavalry.,,,,,,
6566,Expedition,TN,1864,"Feb. 11-26: Expedition from Colliersville (Smith's) to Okolona, Miss.",1864-02-11,1864-02-26,"ILLINOIS--2d (5 Cos.), 3d (5 Cos.), 6th, 7th and 9th Cavalry; Battery ""K,"" 1st Light Arty. INDIANA--7th Cavalry; 72d Mounted Infantry. IOWA--2d Cavalry. KENTUCKY--5th Cavalry. MISSOURI--4th Cavalry. NEW JERSEY--2d Cavalry. PENNSYLVANIA--19th Cavalry. TENNESSEE--2d, 3d and 4th Cavalry. UNITED STATES--4th Cavalry. Union loss, 54 killed, 179 wounded, 155 missing. Total, 388.",,179,155,,54,388
6567,Scout,TN,1864,Feb. 13: Scout near Knoxville,1864-02-13,1864-02-13,OHIO--111th Infantry (Detachment).,,,,,,
6568,Skirmish,TN,1864,"Feb. 13: Skirmish, Fentress County",1864-02-13,1864-02-13,TENNESSEE--1st Mounted Infantry.,,,,,,
6569,Skirmish,TN,1864,"Feb. 17: Skirmish, Dandridge",1864-02-17,1864-02-17,INDIANA--4th Cavalry.,,,,,,
6570,Expedition,TN,1864,Feb. 17: Expedition from Island No. 10 to Riley's Landing,1864-02-17,1864-02-17,NEW JERSEY--34th Infantry (Detachment).,,,,,,
6571,Expedition,TN,1864,"Feb. 17-22: Expedition from Motley's Ford to Murphey, N. C.",1864-02-17,1864-02-22,WISCONSIN--1st Cavalry.,,,,,,
6572,Skirmish,TN,1864,Feb. 18: Skirmish near Marysville,1864-02-18,1864-02-18,"Scouting party, 1st Cavalry Division, Cumberland.",,,,,,
6573,Skirmish,TN,1864,"Feb. 18: Skirmish, Seviersville",1864-02-18,1864-02-18,TENNESSEE--6th Cavalry.,,,,,,
6574,Skirmish,TN,1864,"Feb. 18: Skirmish, Mifflin",1864-02-18,1864-02-18,TENNESSEE--6th Cavalry.,,,,,,
6575,Scout,TN,1864,"Feb. 18-19: Scout from Ooltewah to Burke and Ellidge's Mill, Ga.",1864-02-18,1864-02-19,ILLINOIS--38th Infantry (Detachment). MICHIGAN--4th Cavalry (Detachment).,,,,,,
6576,Skirmish,TN,1864,"Feb. 20: Skirmish, Holston River",1864-02-20,1864-02-20,"TENNESSEE--4th Infantry. Union loss, 2 wounded, 3 missing. Total, 5.",,2,3,,,5
6577,Skirmish,TN,1864,"Feb. 20: Skirmish, Seviersville Road, near Knoxville",1864-02-20,1864-02-20,"INDIANA--3d Cavalry. TENNESSEE--4th Infantry. Union loss, 1 killed, 5 wounded. Total, 6.",,5,,,1,6
6578,Skirmish,TN,1864,"Feb. 20: Skirmish, Flat Cheek",1864-02-20,1864-02-20,ILLINOIS--14th Cavalry.,,,,,,
6579,Skirmish,TN,1864,"Feb. 20: Skirmish, Strawberry Plains",1864-02-20,1864-02-20,MICHIGAN--9th Cavalry.,,,,,,
6580,Skirmish,TN,1864,"Feb. 22: Skirmish, Powell River Bridge",1864-02-22,1864-02-22,"KENTUCKY--34th Infantry (Cos. ""A"" and ""D"").",,,,,,
6581,Skirmish,TN,1864,"Feb. 22: Skirmish, Johnson's Mills",1864-02-22,1864-02-22,"TENNESSEE--5th Cavalry (Detachment). Union loss, 23 killed, 1 wounded. Total, 24.",,1,,,23,24
6582,Skirmish,TN,1864,"Feb. 22: Skirmish, Cumberland Gap",1864-02-22,1864-02-22,INDIANA--91st Infantry (1 Co.).,,,,,,
6583,Skirmish,TN,1864,"Feb. 22: Skirmish, Sparta",1864-02-22,1864-02-22,TENNESSEE--5th Cavalry.,,,,,,
6584,Skirmish,TN,1864,"Feb. 22: Skirmish, Calf Killer Creek",1864-02-22,1864-02-22,"TENNESSEE--5th Cavalry. Union loss, 8 killed, 3 wounded. Total, 11.",,3,,,8,11
6585,Scout,TN,1864,Feb. 25-26: Scout from Whitesides to Stevens' and Frick's Gaps,1864-02-25,1864-02-26,(No Reports.),,,,,,
6586,Skirmish,TN,1864,"Feb. 26: Skirmish, Sulphur Springs",1864-02-26,1864-02-26,TENNESSEE--1st Infantry.,,,,,,
6587,Skirmish,TN,1864,"Feb. 27: Skirmish, Sequatchie Valley",1864-02-27,1864-02-27,(No Reports.),,,,,,
6588,Skirmish,TN,1864,"Feb. 28: Skirmish, Dukedom",1864-02-28,1864-02-28,TENNESSEE--7th Cavalry (Detachment).,,,,,,
6589,Skirmish,TN,1864,March 4: Skirmish near Murfreesborough,1864-03-04,1864-03-04,(No Reports.),,,,,,
6590,Skirmish,TN,1864,"March 5: Skirmish, Panther Springs",1864-03-05,1864-03-05,"TENNESSEE--3d Infantry (Cos. ""C,"" ""G,"" ""H"" and ""L""). Union loss, 2 killed, 22 missing. Total, 24.",,,22,,2,24
6591,Affair,TN,1864,March 6: Affair near Island No. 10,1864-03-06,1864-03-06,NEW JERSEY--34th Infantry (Detachment).,,,,,,
6592,Skirmish,TN,1864,"March 10: Skirmish, White County",1864-03-10,1864-03-10,TENNESSEE--5th Cavalry.,,,,,,
6593,Occupation,TN,1864,March 11-28: Operations about Sparta,1864-03-11,1864-03-28,TENNESSEE--5th Cavalry.,,,,,,
6594,Skirmish,TN,1864,"March 11: Skirmish, Calf Killer River",1864-03-11,1864-03-11,TENNESSEE--5th Cavalry.,,,,,,
6595,Skirmish,TN,1864,"March 12: Skirmish, Chucky Bend",1864-03-12,1864-03-12,INDIANA--3d Cavalry.,,,,,,
6596,Skirmish,TN,1864,March 12: Skirmish near Union City,1864-03-12,1864-03-12,TENNESSEE--7th Cavalry.,,,,,,
6597,Scout,TN,1864,"March 12: Scout to Nola, Chucky Bend, near Morristown",1864-03-12,1864-03-12,INDIANA--65th Mounted Infantry.,,,,,,
6598,Action,TN,1864,"March 13: Action, Cheek's Cross Roads",1864-03-13,1864-03-13,MICHIGAN--9th Cavalry.,,,,,,
6599,Skirmish,TN,1864,"March 13: Skirmish, Spring Hill",1864-03-13,1864-03-13,INDIANA--3d Cavalry.,,,,,,
6600,Skirmish,TN,1864,"March 14: Skirmish, Bent Creek",1864-03-14,1864-03-14,INDIANA--3d Cavalry.,,,,,,
6601,Skirmish,TN,1864,"March 15: Skirmish, Bull's Gap",1864-03-15,1864-03-15,INDIANA--3d Cavalry.,,,,,,
6602,Skirmish,TN,1864,"March 15: Skirmish, Flat Creek Valley",1864-03-15,1864-03-15,MICHIGAN--10th Cavalry.,,,,,,
6603,Raid,TN,1864,"March 16: Raid on Nashville & Chattanooga R. R., near Tullahoma",1864-03-16,1864-03-16,NEW YORK--123d Infantry (Detachment).,,,,,,
6604,Occupation,TN,1864,"March 16-April 14: Operations against Forest, in West Tennessee and Kentucky",1864-03-16,1864-04-14,"ALABAMA--1st Cavalry. ILLINOIS--Battery ""G,"" 2d Light Arty.; 40th and 122d Infantry. INDIANA--7th Cavalry. IOWA--4th Cavalry. MISSOURI--4th Cavalry. NEW JERSEY--2d Cavalry; 34th and 35th Infantry. NEW YORK--17th Veteran Infantry. OHIO--72d Infantry. PENNSYLVANIA--19th Cavalry. TENNESSEE--6th, 7th and 13th Cavalry. WISCONSIN--25th and 32d Infantry. UNITED STATES--6th and 8th Colored Heavy Arty.",,,,,,
6605,Skirmish,TN,1864,"March 17: Skirmish, Winchester",1864-03-17,1864-03-17,TENNESSEE--5th Cavalry.,,,,,,
6606,Scout,TN,1864,"March 18: Scout from Island No. 10 to New Madrid, Mo.",1864-03-18,1864-03-18,"LOUISIANA--7th Colored Infantry (Detachment). MISSOURI--1st Cavalry (Detachment). NEW JERSEY--34th Infantry (Co. ""B"").",,,,,,
6607,Skirmish,TN,1864,"March 19: Skirmish, Beersheeba Springs",1864-03-19,1864-03-19,TENNESSEE--5th Cavalry.,,,,,,
6608,Skirmish,TN,1864,"March 21: Skirmish, Reynoldsburg",1864-03-21,1864-03-21,TENNESSEE--7th Cavalry (Detachment).,,,,,,
6609,Action,TN,1864,"March 24: Action, Union City",1864-03-24,1864-03-24,"TENNESSEE--7th Cavalry. Union loss, 1 wounded, 450 captured and missing. Total, 451.",,,,450,,451
6610,Affair,TN,1864,"March 27: Affair, Louisville",1864-03-27,1864-03-27,(No Reports.),,,,,,
6611,Skirmish,TN,1864,"March 28: Skirmish, Obey's River",1864-03-28,1864-03-28,KENTUCKY--13th Cavalry (Detachment).,,,,,,
6612,Skirmish,TN,1864,March 29: Skirmish near Bolivar,1864-03-29,1864-03-29,"TENNESSEE--6th Cavalry. Union loss, 8 killed, 35 wounded, 30 missing. Total, 73.",,35,30,,8,73
6613,Scout,TN,1864,March 29-31: Scout from Lookout Valley to Deer Head Cove. Ga.,1864-03-29,1864-03-31,ILLINOIS--102d Infantry (Detachment).,,,,,,
6614,Scout,TN,1864,March 30-April 1: Scout from Lookout Valley to McLemore's Cove,1864-03-30,1864-04-01,(No details.),,,,,,
6615,Skirmish,TN,1864,"April 2: Skirmish, Cleveland",1864-04-02,1864-04-02,"MICHIGAN--2d Cavalry. WISCONSIN--1st Cavalry. Union loss, 12 missing.",0,0,12,0,0,12
6616,Reconn,TN,1864,April 2-4: Reconnoissance from Powder Springs Gap toward Rogersville and Bull's Gap,1864-04-02,1864-04-04,"3d Division, 4th Corps.",,,,,,
6617,Skirmish,TN,1864,"April 3: Skirmish, Cypress Swamp",1864-04-03,1864-04-03,PENNSYLVANIA--19th Cavalry.,,,,,,
6618,Skirmish,TN,1864,April 3: Skirmish near Raleigh,1864-04-03,1864-04-03,"INDIANA--7th Cavalry. PENNSYLVANIA--19th Cavalry| Union loss, 1 killed, 3 wounded. Total, 4.",,3,,,1,4
6619,Skirmish,TN,1864,April 9: Skirmish near Raleigh,1864-04-09,1864-04-09,INDIANA--7th Cavalry (Detachment). PENNSYLVANIA--19th Cavalry (Detachment).,,,,,,
6620,Skirmish,TN,1864,"April 10: Skirmish, Cypress Swamp",1864-04-10,1864-04-10,INDIANA--7th Cavalry.,,,,,,
6621,Massacre,TN,1864,"April 12: Massacre, Fort Pillow",1864-04-12,1864-04-12,"ALABAMA--1st Colored (6th U. S. Colored Heavy Arty). TENNESSEE--14th Cavalry (Bradford's Battalion). UNITED STATES--Battery ""F,"" 2d Colored Light Arty.; Gunboat ""New Era."" Union loss, 350 killed, 60 wounded, 164 missing. Total, 574.",,60,164,,350,574
6622,Skirmish,TN,1864,"April 12: Skirmish, Pleasant Hill Landing",1864-04-12,1864-04-12,(No Reports.),,,,,,
6623,Skirmish,TN,1864,"April 13: Skirmish, Mink Springs, near Cleveland",1864-04-13,1864-04-13,"WISCONSIN--1st Cavalry (Detachment). Union loss, 20 missing.",0,0,20,0,0,20
6624,Skirmish,TN,1864,April 15: Skirmish near Greenville,1864-04-15,1864-04-15,INDIANA--3d Cavalry.,,,,,,
6625,Skirmish,TN,1864,"April 16: Skirmish, Rheatown",1864-04-16,1864-04-16,INDIANA--3d Cavalry.,,,,,,
6626,Skirmish,TN,1864,"April 19-20: Skirmishes, Waterhouse's Mill and Boiling Spring",1864-04-19,1864-04-20,"Scouting Detachment, 2d Brigade, 1st Cavalry Division, Cumberland.",,,,,,
6627,Skirmish,TN,1864,"April 22: Skirmish, Duck River",1864-04-22,1864-04-22,TENNESSEE--12th Cavalry.,,,,,,
6628,Expedition,TN,1864,April 25-27: Expedition from Bull's Gap to Watauga River,1864-04-25,1864-04-27,INDIANA--3d Cavalry. MICHIGAN--10th Cavalry.,,,,,,
6629,Action,TN,1864,"April 25: Action, Watauga River",1864-04-25,1864-04-25,"INDIANA--3d Cavalry. MICHIGAN--10th Cavalry. Union loss, 3 killed. 9 wounded, 3 missing. Total, 15.",,9,3,,3,15
6630,Skirmish,TN,1864,"April 29: Skirmish, Berry County",1864-04-29,1864-04-29,TENNESSEE--2d Mounted Infantry.,,,,,,
6631,Expedition,TN,1864,"April 30-May 9: Expedition (Sturgis') from Memphis to Ripley, Miss.",1864-04-30,1864-05-09,"ILLINOIS--Battery ""E,"" 1st Light Arty.; 114th Infantry. INDIANA--7th Cavalry; 93d Infantry. IOWA--4th Cavalry. MISSOURI--4th and 10th Cavalry. NEW JERSEY--2d Cavalry. OHIO--72d and 95th Infantry. PENNSYLVANIA--19th Cavalry. TENNESSEE--6th Cavalry.",,,,,,
6632,Skirmish,TN,1864,"May 2: Skirmish, Newport",1864-05-02,1864-05-02,MICHIGAN--10th Cavalry.,,,,,,
6633,Skirmish,TN,1864,"May 2: Skirmish, Memphis",1864-05-02,1864-05-02,KANSAS--7th Cavalry.,,,,,,
6634,Skirmish,TN,1864,"May 2: Skirmish, Bolivar",1864-05-02,1864-05-02,"MISSOURI--10th Cavalry. NEW JERSEY--2d Cavalry. Union loss, 2 killed, 10 wounded. Total, 12.",,10,,,2,12
6635,Scout,TN,1864,May 2-12: Scouts in Hickman and Maury Counties,1864-05-02,1864-05-12,TENNESSEE--10th and 12th Cavalry (Detachments).,,,,,,
6636,Affair,TN,1864,"May 10: Affair, Winchester",1864-05-10,1864-05-10,OHIO--71st Infantry (Detachment).,,,,,,
6637,Skirmish,TN,1864,"May 13: Skirmish, Pulaski",1864-05-13,1864-05-13,"UNITED STATES--111th Colored Infantry. Union loss, 2 killed.",0,0,0,0,2,2
6638,Skirmish,TN,1864,"May 19: Skirmish, Dandridge",1864-05-19,1864-05-19,MICHIGAN--10th Cavalry.,,,,,,
6639,Skirmish,TN,1864,May 24: Skirmish near Nashville,1864-05-24,1864-05-24,"UNITED STATES--15th Colored Infantry. Union loss, 4 killed, 8 wounded. Total, 12.",,8,,,4,12
6640,Skirmish,TN,1864,"May 25: Skirmish near Cripple Creek, Woodbury Pike",1864-05-25,1864-05-25,OHIO--115th Infantry (Detachment).,,,,,,
6641,Skirmish,TN,1864,"May 30: Skirmish, Greenville",1864-05-30,1864-05-30,MICHIGAN--10th Cavalry.,,,,,,
6642,Expedition,TN,1864,June 1-13: Expedition (Sturgis') from Memphis into Mississippi,1864-06-01,1864-06-13,"ILLINOIS--3d (Detachment), 7th and 9th (Detachment) Cavalry; Battery ""E,"" 1st Light Arty.; Battery ""B,"" 2d Light Arty.; 81st, 95th, 108th, 113th, 114th and 120th Infantry. INDIANA--7th Cavalry; 6th and 9th Indpt. Batteries Light Arty.; 93d Infantry. IOWA--3d and 4th Cavalry. MINNESOTA--9th Infantry. MISSOURI--4th and 10th Cavalry. NEW JERSEY--2d Cavalry. OHIO--72d and 95th Infantry. PENNSYLVANIA--19th Cavalry. WISCONSIN--7th Indpt. Battery Light Arty. UNITED STATES--Battery ""F,"" 2d Colored Light Arty.; 55th and 59th Colored Infantry.",,,,,,
6643,Skirmish,TN,1864,"June 9: Skirmish, La Fayette",1864-06-09,1864-06-09,KANSAS--7th Cavalry.,,,,,,
6644,Skirmish,TN,1864,June 13: Skirmish near Colliersville,1864-06-13,1864-06-13,ILLINOIS--113th Infantry.,,,,,,
6645,Raid,TN,1864,June 13-July 15: Raid from Morristown into North Carolina,1864-06-13,1864-07-15,"NORTH CAROLINA--3d Infantry (Detachment). Union loss, 2 killed, 5 wounded. Total, 7.",,5,,,2,7
6646,Skirmish,TN,1864,"June 14: Skirmish, Lincoln County",1864-06-14,1864-06-14,TENNESSEE--12th Cavalry.,,,,,,
6647,Skirmish,TN,1864,"June 14: Skirmish, Bean's Station",1864-06-14,1864-06-14,MICHIGAN--10th Cavalry.,,,,,,
6648,Skirmish,TN,1864,"June 15: Skirmish, Moscow",1864-06-15,1864-06-15,"UNITED STATES--55th Colored Infantry. Union loss, 1 killed.",0,0,0,0,1,1
6649,Skirmish,TN,1864,"June 16: Skirmish, Wilsonville",1864-06-16,1864-06-16,MICHIGAN--10th Cavalry.,,,,,,
6650,Action,TN,1864,"June 20: Action, White Station",1864-06-20,1864-06-20,INDIANA--7th Cavalry.,,,,,,
6651,Skirmish,TN,1864,"June 21: Skirmish, Decatur County",1864-06-21,1864-06-21,TENNESSEE--2d Mounted Infantry.,,,,,,
6652,Skirmish,TN,1864,June 23: Skirmish near La Fayette,1864-06-23,1864-06-23,ILLINOIS--49th and 117th Infantry. INDIANA--52d Infantry. NEW YORK--178th Infantry.,,,,,,
6653,Skirmish,TN,1864,"June 23: Skirmish, Colliersville",1864-06-23,1864-06-23,"INDIANA--52d Infantry. NEW YORK--178th Infantry. Union loss, 2 killed, 8 wounded. 5 missing. Total, 15.",,8,5,,2,15
