battle_id,event_type,state,battle_name,start_date,end_date,text,casualties,killed,wounded,killed_wounded,missing_captured,comment
5473,Skirmish,SC,Feb. 11-12: Skirmishes about Orangeburg,1865-02-11,1865-02-12,"ILLINOIS--9th (Mounted), 10th, 14th and 15th, 30th, 31st, 32d, 45th, 53d and 64th Infantry. INDIANA--23d, 25th and 53d Infantry. IOWA--11th, 13th, 15th and 16th Infantry. MICHIGAN--Battery ""C,"" 1st Light Arty. MINNESOTA--1st Battery Light Arty. MISSOURI--18th Infantry. NEW JERSEY--35th Infantry. OHIO--15th Indpt. Battery Light Arty.; 20th, 27th, 32d, 39th, 43d, 63d, 68th and 78th Infantry. WISCONSIN--12th, 16th, 17th, 25th and 32d Infantry. Union loss, 26 killed and wounded.",NA,NA,NA,26,NA,NA
5474,Action,SC,"Feb. 11: Action, Aiken",1865-02-11,1865-02-11,ILLINOIS--92d (Mounted) Infantry. MICHIGAN--9th Cavalry. OHIO--9th and 10th Cavalry. WISCONSIN--10th Battery Light Arty.; Dismounted Brigade.,NA,NA,NA,NA,NA,NA
5475,Action,SC,"Feb. 11: Action, Johnson's Station",1865-02-11,1865-02-11,"ALABAMA--1st Cavalry. ILLINOIS--92d (Mounted) Infantry. INDIANA--3d and 8th Cavalry. KENTUCKY--3d and 5th Cavalry. MICHIGAN--9th Cavalry. OHIO--5th, 9th and 10th Cavalry; McLaughlin's Squadron Cavalry. PENNSYLVANIA--9th Cavalry. WISCONSIN--10th Battery Light Arty.; Dismounted Brigade.",NA,NA,NA,NA,NA,NA
5476,Skirmish,SC,"Feb. 12-13: Skirmishes, North Edisto River",1865-02-12,1865-02-13,"ILLINOIS--111th Infantry. INDIANA--83d Infantry. NEW YORK--60th Infantry. OHIO--5th, 29th, 37th, 47th, 53d, 54th and 66th Infantry. PENNSYLVANIA--28th and 147th Infantry.",NA,NA,NA,NA,NA,NA
5477,Skirmish,SC,"Feb. 14: Skirmish, Wolf's Plantation",1865-02-14,1865-02-14,Skirmishers 1st Div. 15th Corps.,NA,NA,NA,NA,NA,NA
5478,Skirmish,SC,"Feb. 14: Skirmish, Gunter's Bridge, North Edisto River",1865-02-14,1865-02-14,WISCONSIN--10th Battery Light Arty.; Dismounted Brigade.,NA,NA,NA,NA,NA,NA
5479,Skirmish,SC,"Feb. 15: Skirmish, Congaree Creek",1865-02-15,1865-02-15,"ILLINOIS--Battery ""H,"" 1st Light Arty.; 26th, 40th and 103d Infantry. INDIANA--12th, 97th and 100th Infantry. IOWA--4th, 6th, 9th, 25th, 26th, 30th and 31st Infantry. MICHIGAN--Battery ""B,"" 1st Light Arty. MISSOURI--27th, 31st and 32d Infantry. OHIO--46th and 76th Infantry. PENNSYLVANIA--28th and 147th Infantry. WISCONSIN--12th Battery Light Arty.",NA,NA,NA,NA,NA,NA
5480,Skirmish,SC,"Feb. 15: Skirmish, Savannah Creek",1865-02-15,1865-02-15,ILLINOIS--40th Infantry. OHIO--46th Infantry.,NA,NA,NA,NA,NA,NA
5481,Skirmish,SC,"Feb. 15: Skirmish, Bates Ferry, Congaree River",1865-02-15,1865-02-15,"MICHIGAN--Battery ""B,"" 1st Light Arty.",NA,NA,NA,NA,NA,NA
5482,Skirmish,SC,"Feb. 15: Skirmish, Red Bank Creek",1865-02-15,1865-02-15,PENNSYLVANIA--28th and 147th Infantry.,NA,NA,NA,NA,NA,NA
5483,Skirmish,SC,"Feb. 15: Skirmish, Two League Cross Roads, near Lexington",1865-02-15,1865-02-15,NEW YORK--137th Infantry. OHIO--113th Infantry. PENNSYLVANIA--79th Infantry.,NA,NA,NA,NA,NA,NA
5484,Skirmish,SC,Feb. 16-17: Skirmishes about Columbia,1865-02-16,1865-02-17,"ILLINOIS--Battery ""H,"" 1st Light Arty.; 26th, 40th and 103d Infantry. INDIANA--12th, 97th and 100th Infantry. IOWA--4th, 6th, 9th, 25th, 26th, 30th and 31st Infantry. MICHIGAN--Battery ""B,"" 1st Light Arty. MISSOURI--27th, 31st and 32d Infantry. OHIO--46th and 76th Infantry. WISCONSIN--12th Battery Light Arty. Union loss, 20 killed and wounded.",NA,NA,NA,20,NA,NA
5485,Occupation,SC,Feb. 18: Occupation of Charleston,1865-02-18,1865-02-18,PENNSYLVANIA--52d Infantry. RHODE ISLAND--3d Heavy Arty. (Detachment).,NA,NA,NA,NA,NA,NA
5486,Skirmish,SC,Feb. 22: Skirmish near Camden,1865-02-22,1865-02-22,(No Reports.),NA,NA,NA,NA,NA,NA
5487,Skirmish,SC,"Feb. 22: Skirmish, Wateree River",1865-02-22,1865-02-22,"ILLINOIS--Battery ""H,"" 1st Light Arty.",NA,NA,NA,NA,NA,NA
5488,Skirmish,SC,Feb. 23: Skirmish near Camden,1865-02-23,1865-02-23,(No Reports.),NA,NA,NA,NA,NA,NA
5489,Skirmish,SC,"Feb. 24: Skirmish, Camden",1865-02-24,1865-02-24,ILLINOIS--12th and 66th Infantry.,NA,NA,NA,NA,NA,NA
5490,Skirmish,SC,"Feb. 25: Skirmish, West's Cross Roads",1865-02-25,1865-02-25,"ILLINOIS--63d and 93d Infantry (Detachments). INDIANA--48th Infantry, and foragers.",NA,NA,NA,NA,NA,NA
5491,Skirmish,SC,"Feb. 26: Skirmish, Lynch's Creek",1865-02-26,1865-02-26,ILLINOIS--7th (Mounted) Infantry. IOWA--2d and 7th Infantry. OHIO--81st Infantry.,NA,NA,NA,NA,NA,NA
5492,Skirmish,SC,Feb. 26: Skirmish near Stroud's Mills,1865-02-26,1865-02-26,ILLINOIS--104th Infantry (Detachment).,NA,NA,NA,NA,NA,NA
5493,Skirmish,SC,"Feb. 27: Skirmish, Mount Elon",1865-02-27,1865-02-27,"ILLINOIS--15th Cavalry (Co. ""K""). OHIO--4th Indpt. Cavalry Company.",NA,NA,NA,NA,NA,NA
5494,Skirmish,SC,"Feb. 27: Skirmish, Cloud's House",1865-02-27,1865-02-27,ILLINOIS--104th Infantry. PENNSYLVANIA--79th Infantry.,NA,NA,NA,NA,NA,NA
5495,Skirmish,SC,Feb. 28: Skirmish near Cheraw,1865-02-28,1865-02-28,"MICHIGAN--Battery ""C,"" 1st Light Arty. OHIO--69th Infantry.",NA,NA,NA,NA,NA,NA
5496,Skirmish,SC,Feb. 28: Skirmish near Rocky Mount,1865-02-28,1865-02-28,ILLINOIS--104th Infantry. OHIO--94th Infantry.,NA,NA,NA,NA,NA,NA
5497,Skirmish,SC,"March 1: Skirmish, Wilson's Store",1865-03-01,1865-03-01,(No Reports.),NA,NA,NA,NA,NA,NA
5498,Skirmish,SC,"March 2: Skirmish, Thompson's Creek, near Chesterfield",1865-03-02,1865-03-02,"CONNECTICUT--5th Infantry. MASSACHUSETTS--2d Infantry. NEW YORK--123d and 141st Infantry. OHIO--Battery ""C,"" 1st Light Arty. PENNSYLVANIA--46th Infantry.",NA,NA,NA,NA,NA,NA
5499,Skirmish,SC,"March 3: Skirmish, Thompson's Creek, near Cheraw",1865-03-03,1865-03-03,"CONNECTICUT--5th Infantry. MASSACHUSETTS--2d Infantry. NEW YORK--123d and 141st Infantry. OHIO--Battery ""C,"" 1st Light Arty. PENNSYLVANIA--46th Infantry.",NA,NA,NA,NA,NA,NA
5500,Skirmish,SC,"March 3: Skirmish, Juniper Creek, near Cheraw",1865-03-03,1865-03-03,ILLINOIS--64th Infantry. MISSOURI--18th Infantry. OHIO--27th and 39th Infantry.,NA,NA,NA,NA,NA,NA
5501,Skirmish,SC,March 3: Skirmish near Big Black Creek,1865-03-03,1865-03-03,"Detachment Pioneers, 3d Div., 15th Corps.",NA,NA,NA,NA,NA,NA
5502,Skirmish,SC,March 3: Skirmish near Blakeny,1865-03-03,1865-03-03,Cavalry Scouts.,NA,NA,NA,NA,NA,NA
5503,Skirmish,SC,March 3: Skirmish near Himsborough,1865-03-03,1865-03-03,WISCONSIN--10th Battery Light Arty. and Cavalry Scouts.,NA,NA,NA,NA,NA,NA
5504,Expedition,SC,March 4-6: Expedition from Cheraw to Florence and skirmishes,1865-03-04,1865-03-06,ILLINOIS--7th and 9th Mounted Infantry. MISSOURI--29th Mounted Infantry (Detachment 15th Corps Foragers).,NA,NA,NA,NA,NA,NA
5505,Skirmish,SC,March 5: Skirmish near Cheraw,1865-03-05,1865-03-05,Foragers 3d Div. 15th Corps.,NA,NA,NA,NA,NA,NA
5506,Skirmish,SC,"March 8: Skirmish, Love's or Blue Bridge",1865-03-08,1865-03-08,"Lieut, Dewey and Foragers.",NA,NA,NA,NA,NA,NA
5507,Engagement,SC,"March 8: Engagement, Monroe's Cross Roads",1865-03-08,1865-03-08,"ALABAMA--1st Cavalry. KENTUCKY--5th Cavalry. OHIO--5th Cavalry. WISCONSIN--10th Battery Light Arty.; Dismounted Cavalry Brigade. Union loss, 19 killed, 61 wounded, 103 missing. Total, 183.",183,19,61,80,103,NA
5508,Expedition,SC,April 5-15: Expedition from Charleston to Santee River,1865-04-05,1865-04-15,(No Reports.),NA,NA,NA,NA,NA,NA
5509,Expedition,SC,April 5-25: Expedition from Georgetown to Camden,1865-04-05,1865-04-25,"MASSACHUSETTS--4th Cavalry (Detachment); 54th (Colored) Infantry. NEW YORK--Battery ""F,"" 3d Light Arty.; 56th and 157th Infantry. OHIO--25th and 107th Infantry. UNITED STATES--32d and 102d Colored Infantry.",NA,NA,NA,NA,NA,NA
5510,Skirmish,SC,"April 9: Skirmish, Dingle's Mills",1865-04-09,1865-04-09,"NEW YORK--Battery ""F,"" 3d Light Arty.; 56th and 157th Infantry.",NA,NA,NA,NA,NA,NA
5511,Skirmish,SC,"April 15: Skirmish, Statesburg",1865-04-15,1865-04-15,"MASSACHUSETTS--4th Cavalry (Detachment); 54th (Colored) Infantry. NEW YORK--Battery ""F,"" 3d Light Arty.; 56th and 157th Infantry. OHIO--25th and 107th Infantry. UNITED STATES--32d and 102d (Colored) Infantry.",NA,NA,NA,NA,NA,NA
5512,Occupation,SC,April 17: Occupation of Camden,1865-04-17,1865-04-17,"MASSACHUSETTS--4th Cavalry (Detachment); 54th (Colored) Infantry. NEW YORK--Battery ""F"" 3d Light Arty.; 56th and 157th Infantry. OHIO--25th and 107th Infantry. UNITED STATES--32d and 102d (Colored) Infantry.",NA,NA,NA,NA,NA,NA
5513,Skirmish,SC,"April 18: Skirmish, Bradford Springs",1865-04-18,1865-04-18,UNITED STATES--102d (Colored) Infantry.,NA,NA,NA,NA,NA,NA
5514,Skirmish,SC,"April 18: Skirmish, Boykin's Mills",1865-04-18,1865-04-18,"MASSACHUSETTS--4th Cavalry (Detachment); 54th (Colored) Infantry. NEW YORK--Battery ""F"" 3d Light Arty.; 56th and 157th Infantry. OHIO--25th and 107th Infantry. UNITED STATES--32d and 102d (Colored) Infantry. Union loss, 9 killed, 18 wounded, 1 missing. Total, 28.",28,9,18,27,1,NA
5515,Skirmish,SC,"April 19: Skirmish, Denkin's Mills and at Beech Creek, near Statesburg",1865-04-19,1865-04-19,"MASSACHUSETTS--4th Cavalry (Detachment); 54th (Colored) Infantry. NEW YORK--Battery ""F"" 3d Light Arty.; 56th and 157th Infantry. OHIO--25th and 107th Infantry. UNITED STATES--32d and 102d (Colored) Infantry. Union loss, 10 wounded.",NA,NA,10,NA,NA,NA
5516,Skirmish,TN,"Feb. 2: Skirmish, Morgan County",1862-02-02,1862-02-02,(No Reports.),NA,NA,NA,NA,NA,NA
5517,Occupation,TN,Feb. 2-6: Operations against Fort Henry,1862-02-02,1862-02-06,"ILLINOIS--2d and 4th Cavalry; Stewart's, Dollins', O'Harnett's and Carmichael's Cavalry Companies; Batteries ""A,"" ""B"" and ""D,"" 1st Light Arty.; ""D"" and ""E,"" 2d Light Arty.; 7th, 8th, 9th, 11th, 12th, 17th, 18th, 20th, 28th, 29th, 30th, 31st, 41st, 45th, 48th, 49th, 50th, 57th and 58th Infantry. IOWA--2d, 7th, 12th and 14th Infantry. MISSOURI--13th and 16th Infantry.",NA,NA,NA,NA,NA,NA
5518,Capture,TN,Feb. 6: Capture of Fort Henry,1862-02-06,1862-02-06,"U. S. Gunboats ""Essex,"" ""Cincinnati,"" ""Carondelet,"" ""Conestoga,"" ""St. Louis,"" ""Tyler"" and ""Lexington.""",NA,NA,NA,NA,NA,NA
5519,"Investment, Battles and Capture",TN,"Feb. 12-16: Investment, Battles and Capture, Fort Donelson",1862-02-12,1862-02-16,"ILLINOIS--2d (Cos. ""A"" and ""B"") and 4th (Co. ""I"") Cavalry; Stewart's, Dollins', O'Harnett's and Carmichael's Cavalry Companies; Batteries ""A,"" ""B"" and ""D,"" 1st Light Arty.; ""D"" and ""E,"" 2d Light Arty.; 7th, 8th, 9th, 11th, 12th, 17th, 18th, 20th, 28th, 29th, 30th, 31st, 32d (Co. ""A""), 41st, 45th, 46th, 48th, 49th, 50th, 57th and 58th Infantry. INDIANA--11th, 25th, 31st, 44th and 52d Infantry. IOWA--2d, 7th, 12th and 14th Infantry. KENTUCKY--17th and 25th Infantry. MISSOURI--Batteries ""D,"" ""H"" and ""K,"" 1st Light Arty.; 8th, 13th and 14th (Birge's S. S.) Infantry. NEBRASKA--1st Infantry. OHIO--58th, 68th and 76th Infantry. UNITED STATES--4th (Cos. ""A"" and ""C"") Cavalry; Gunboats, Ram ""Monarch,"" Miss. Marine Brigade. Union loss, 500 killed, 2,108 wounded, 224 missing. Total, 2,832.",2832,500,2108,2608,224,NA
5520,Skirmish,TN,Feb. 14: Skirmish near Cumberland Gap,1862-02-14,1862-02-14,KENTUCKY--1st Cavalry (Detachment).,NA,NA,NA,NA,NA,NA
5521,Expedition,TN,Feb. 19-21: Expedition to Clarksville,1862-02-19,1862-02-21,"ILLINOIS--7th, 9th, 12th, 41st and 50th Infantry. INDIANA--11th and 25th Infantry. IOWA--2d, 7th, 12th and 14th Infantry. MISSOURI--Batteries ""D,"" ""H"" and ""K"" 1st Light Arty.; 8th, 13th and 14th (Birge's S. S.) Infantry.",NA,NA,NA,NA,NA,NA
5522,Occupation,TN,Feb. 25: Occupation of Nashville,1862-02-25,1862-02-25,"ILLINOIS--19th and 24th Infantry. INDIANA--2d Cavalry; 5th and 10th Indpt. Batteries Light Arty.; 9th, 36th and 37th Infantry. KENTUCKY--1st, 2d, 6th, 15th and 20th Infantry. MICHIGAN--Battery ""A"" 1st Light Arty. OHIO--Batteries ""D"" and ""E"" 1st Light Arty.; 1st, 2d, 3d, 6th, 10th, 13th, 18th, 21st, 33d, 41st and 51st Infantry. WISCONSIN--10th Infantry.",NA,NA,NA,NA,NA,NA
5523,Skirmish,TN,"March 1: Skirmish, Pittsburg Landing",1862-03-01,1862-03-01,"ILLINOIS--32d Infantry; U. S. Gunboats ""Lexington"" and ""Tyler."" Union loss, 5 killed, 5 wounded, 4 missing. Total, 14.",14,5,5,10,4,NA
5524,Skirmish,TN,"March 8: Skirmish, Nashville",1862-03-08,1862-03-08,"OHIO--4th Cavalry. WISCONSIN--1st Infantry. Union loss, 2 killed, 2 wounded. Total, 4.",4,2,2,4,0,NA
5525,Occupation,TN,March 8: Operations near Nashville,1862-03-08,1862-03-08,OHIO--4th Cavalry.,NA,NA,NA,NA,NA,NA
5526,Action,TN,"March 9: Action, Granny White Pike, near Nashville",1862-03-09,1862-03-09,"OHIO--4th Cavalry. WISCONSIN--1st Infantry. Union loss, 2 killed.",NA,2,NA,NA,NA,NA
5527,Expedition,TN,"March 9-14: Exp. toward Purdy, and operations about Crump's Landing",1862-03-09,1862-03-14,"ILLINOIS--11th Cavalry. INDIANA--9th Indpt. Battery Light Arty.; 11th, 23d and 24th Infantry. MISSOURI--Battery ""I"" 1st Light Arty.; 8th Infantry. NEBRASKA--1st Infantry. OHIO--20th, 58th, 68th, 76th and 78th Infantry.",NA,NA,NA,NA,NA,NA
5528,Action,TN,"March 11: Action, Paris",1862-03-11,1862-03-11,"INDIANA--52d Infantry (Detachment). IOWA--5th Cavalry (1st Battalion). MISSOURI--Battery ""I"" 1st Light Arty. Union loss, 5 killed, 5 wounded. Total, 10.",10,5,5,10,0,NA
5529,Destruction,TN,"March 13: Destruction, Beach Creek Bridge",1862-03-13,1862-03-13,By Confederates.,NA,NA,NA,NA,NA,NA
5530,Skirmish,TN,"March 14: Skirmishes, Big Creek Gap and Jacksborough",1862-03-14,1862-03-14,"INDIANA--49th Infantry (Detachment). KENTUCKY--1st Cavalry (Detachment). TENNESSEE--1st East (Co. ""A""), and 2d East (Co. ""B"") Infantry. Union loss, 1 killed, 6 wounded. Total, 7.",7,1,6,7,0,NA
5531,Expedition,TN,March 14-15: Expedition to Memphis and Charleston R. R.,1862-03-14,1862-03-15,OHIO--5th Cavalry (6 Cos.).,NA,NA,NA,NA,NA,NA
5532,Expedition,TN,"March 14-17: Expedition from Savannah to Yellow Creek, Miss.,, and occupation of Pittsburg Landing",1862-03-14,1862-03-17,"ILLINOIS--4th Cavalry; Batteries ""B"" and ""E"" 1st Light Arty.; 40th and 55th Infantry. INDIANA--6th Indpt. Battery Light Arty. IOWA--6th Infantry. OHIO--46th, 48th, 53d, 54th, 57th, 70th, 71st, 72d and 77th Infantry.",NA,NA,NA,NA,NA,NA
5533,Siege,TN,"March 15-April 8: Siege and Capture, Island No. Ten",1862-03-15,1862-04-08,"ILLINOIS--2d (Cos. ""H,"" ""I""), and 7th Cavalry; Batteries ""C"" and ""G"" 1st Light Arty.; Battery ""I"" 2d Light Arty.; 10th, 16th, 22d, 26th, 27th, 42d, 47th, 51st and 64th Infantry. INDIANA--34th, 43d, 46th, 47th and 59th Infantry. IOWA--3d Cavalry; 2d Battery Light Arty.; 5th and 10th Infantry. MICHIGAN--2d and 3d Cavalry; Battery ""C"" 1st Light Arty. MISSOURI--Batteries ""G"" and ""M"" 1st Light Arty.; Engineer Regiment of the West; 11th Infantry. OHIO--11th Indpt. Battery Light Arty.; 27th, 39th, 43d and 63d Infantry. WISCONSIN--8th and 15th Infantry. UNITED STATES--4th Cavalry (Cos. ""B,"" ""C,"" ""D""); Battery ""F"" 2d Arty.; 1st Infantry (Cos. ""A,"" ""B,"" ""C,"" ""D,"" ""H,"" ""I"").",NA,NA,NA,NA,NA,NA
5534,Action,TN,"March 15-16: Action, Island No. Ten",1862-03-15,1862-03-16,"ILLINOIS--Battery ""I"" 2d Light Arty.; 42d Infantry.",NA,NA,NA,NA,NA,NA
5535,Occupation,TN,March 15-18: Operations about Gallatin,1862-03-15,1862-03-18,Confederate Reports.,NA,NA,NA,NA,NA,NA
5536,Skirmish,TN,"March 16: Skirmish, Pittsburg Landing",1862-03-16,1862-03-16,OHIO--5th Cavalry.,NA,NA,NA,NA,NA,NA
5537,Skirmish,TN,"March 16: Skirmish, Black Jack Forest",1862-03-16,1862-03-16,"ILLINOIS--4th Cavalry (Detachment). OHIO--5th Cavalry (Detachment). Union loss, 4 wounded.",NA,NA,4,NA,NA,NA
5538,Reconnaissance,TN,March 21-23: Reconnoissance to Cumberland Gap and Skirmishes,1862-03-21,1862-03-23,INDIANA--49th Infantry. KENTUCKY--1st Cavalry (1st Battalion). OHIO--9th Indpt. Battery Light Arty.; 16th Infantry. TENNESSEE--1st East Infantry.,NA,NA,NA,NA,NA,NA
5539,Skirmish,TN,"March 24: Skirmish, Camp Jackson",1862-03-24,1862-03-24,OHIO--4th Cavalry.,NA,NA,NA,NA,NA,NA
5540,Action,TN,"March 25: Action, Island No. Ten",1862-03-25,1862-03-25,ILLINOIS--42d Infantry.,NA,NA,NA,NA,NA,NA
5541,Reconnaissance,TN,March 25: Reconnoissance to Agnew's Ferry,1862-03-25,1862-03-25,"IOWA--5th Cavalry (Detachment Co. ""K""). ILLINOIS--24th Infantry. INDIANA--37th Infantry; 5th Indpt. Battery Light Arty.",NA,NA,NA,NA,NA,NA
5542,Reconnaissance,TN,"March 25-28: Reconnoissance from Murfreesborough to Shelbyville, Tullahoma, Manchester and McMinnville",1862-03-25,1862-03-28,NA,NA,NA,NA,NA,NA,NA
5543,Expedition,TN,March 28: Expedition to Morgan County,1862-03-28,1862-03-28,Confederate Reports.,NA,NA,NA,NA,NA,NA
5544,Campaign,TN,"March 28-June 18: Campaign, Cumberland Gap",1862-03-28,1862-06-18,"INDIANA--33d and 49th Infantry. KENTUCKY--1st (Battalion), and 6th Cavalry; 14th, 19th and 22d Infantry. MICHIGAN--Battery ""G"" 1st Light Arty. OHIO--9th Indpt. Battery Light Arty.; 16th and 42d Infantry. TENNESSEE--1st, 2d, 3d, 4th, 5th and 6th East Infantry. WISCONSIN--1st Battery Light Arty.",NA,NA,NA,NA,NA,NA
5545,Descent,TN,"March 30-31: Descent on and Capture, Union City",1862-03-30,1862-03-31,"ILLINOIS--2d Cavalry (2 Cos.); Hutchins' Cavalry Company; Battery ""G"" 1st Light Arty.; 27th Infantry. WISCONSIN--15th Infantry.",NA,NA,NA,NA,NA,NA
5546,Skirmish,TN,"March 31: Skirmish, Purdy Road, near Adamsville",1862-03-31,1862-03-31,"OHIO--5th Cavalry (Co. ""I""). Union loss, 3 missing.",NA,NA,NA,NA,3,NA
5547,Expedition,TN,March 31-April 2: Expedition to Paris,1862-03-31,1862-04-02,"IOWA--5th Cavalry (Co. ""F"").",NA,NA,NA,NA,NA,NA
5548,Expedition,TN,"April 1: Expedition from Pittsburg Landing to Eastport, Miss.,, and Chickasaw, Ala.",1862-04-01,1862-04-01,MINNESOTA--1st Battery Light Arty. (Detachment). OHIO--5th Cavalry (Battalion); 57th (Battalion) and 77th (Battalion) Infantry.,NA,NA,NA,NA,NA,NA
5549,Reconnaissance,TN,"April 3: Reconnoissance from Savannah to Eastport, Miss.,, and Chickasaw, Ala.",1862-04-03,1862-04-03,"U. S. Gunboat ""Tyler.""",NA,NA,NA,NA,NA,NA
5550,Skirmish,TN,April 3: Skirmish near Monterey,1862-04-03,1862-04-03,OHIO--5th Cavalry.,NA,NA,NA,NA,NA,NA
5551,Skirmish,TN,"April 4: Skirmish, Lawrenceburg",1862-04-04,1862-04-04,INDIANA--17th Infantry. OHIO--3d Cavalry; 26th Infantry.,NA,NA,NA,NA,NA,NA
5552,Action,TN,April 4: Action near Pittsburg Landing,1862-04-04,1862-04-04,"OHIO--5th Cavalry (Detachment); 70th and 72d Infantry (Detachments). Union loss, 8 wounded, 10 missing. Total, 18.",18,0,8,8,10,NA
5553,Action,TN,"April 6: Action, Island No. Ten",1862-04-06,1862-04-06,ILLINOIS--10th and 16th Infantry.,NA,NA,NA,NA,NA,NA
5554,Battle,TN,April 6-7: Battle of Pittsburg Landing or Shiloh,1862-04-06,1862-04-07,"ILLINOIS--2d (Cos. ""A,"" ""C""), 4th and 11th Cavalry. Stewart's and Carmichael's Cavalry Companies; Batteries ""A,"" ""B,"" ""D,"" ""E,"" ""H"" and ""I"" 1st Light Arty.; Batteries ""B,"" ""D,"" ""E"" and ""F"" 2d Light Arty.; 7th, 8th, 9th, 11th, 12th, 14th, 15th, 17th, 18th, 20th, 28th, 29th, 32d, 34th, 40th, 41st, 43d, 45th, 46th, 48th, 49th, 50th, 52d, 55th, 57th, 58th and 61st Infantry. INDIANA--6th and 9th Indpt. Batteries Light Arty.; 6th, 9th, 11th, 15th, 23d, 24th, 25th, 29th, 30th, 31st, 32d, 36th, 39th, 40th, 44th, 51st and 57th Infantry. IOWA--2d, 3d, 6th, 7th, 8th, 11th, 12th, 13th, 14th and 15th Infantry. KENTUCKY--3d Cavalry; 1st, 2d, 5th, 6th, 9th, 11th, 13th, 17th, 20th, 24th, 25th and 26th Infantry. MICHIGAN--Battery ""B"" 1st Light Arty.; 12th, 13th and 15th Infantry. MINNESOTA--1st Battery Light Arty. MISSOURI--Batteries ""C,"" ""D,"" ""H,"" ""I"" and ""K"" 1st Light Arty.; 8th, 13th, 14th (Birge's S. S.), 18th, 21st, 23d and 25th Infantry; Ram ""Monarch,"" Miss. Marine Brigade. NEBRASKA--1st Infantry. OHIO--5th Cavalry; 5th, 8th, 13th and 14th Indpt. Bateries Light Arty.; Battery ""G"" 1st Light Arty.; 1st, 6th, 13th, 15th, 19th, 20th, 24th, 26th, 41st, 46th, 48th, 49th, 53d, 54th, 56th, 57th, 58th, 59th, 64th, 65th, 68th, 70th, 71st, 72d, 76th, 77th, 78th and 81st Infantry. PENNSYLVANIA--77th Infantry. WISCONSIN--14th, 16th and 18th Infantry. UNITED STATES--2d (Co. ""C"") and 4th (Co. ""I"") Cavalry; Batteries ""H"" and ""M"" 4th Arty., Battery ""H"" 5th Arty.; 15th, 16th and 19th Infantry. Union loss, 1,754 killed, 8,408 wounded, 2,885 captured and missing. Total, 13,047.",13047,1754,8408,10162,2885,NA
5555,Raid,TN,April 7-12: Pittinger's Raid on Georgia State R. R. Raid,1862-04-07,1862-04-12,"OHIO--2d, 21st and 33d Infantry (Detachments).",NA,NA,NA,NA,NA,NA
5556,Reconnaissance,TN,April 8: Reconnoissance from Shiloh Battlefield,1862-04-08,1862-04-08,"ILLINOIS--4th Cavalry; 55th Infantry. OHIO--53d, 57th and 77th Infantry.",NA,NA,NA,NA,NA,NA
5557,Action,TN,April 8: Action and Capture Tiptonville (Island No. Ten),1862-04-08,1862-04-08,"ILLINOIS--Batteries ""C"" and ""G"" 1st Light Arty., Battery ""I"" 2d Light Arty.; 10th, 16th, 22d, 26th, 27th, 42d, 47th and 51st Infantry. IOWA--10th Infantry. OHIO--63d Infantry. WISCONSIN--8th Infantry.",NA,NA,NA,NA,NA,NA
5558,Action,TN,"April 10: Action, Paris",1862-04-10,1862-04-10,"MISSOURI--Battery ""I"" 1st Light Arty.",NA,NA,NA,NA,NA,NA
5559,Skirmish,TN,"April 11: Skirmish, Wartrace",1862-04-11,1862-04-11,INDIANA--42d Infantry.,NA,NA,NA,NA,NA,NA
5560,Expedition,TN,"April 12-13: Expedition from Pittsburg Landing to Chickasaw and Bear Creek, Ala.",1862-04-12,1862-04-13,"ILLINOIS--4th Cavalry. INDIANA--10th Infantry. KENTUCKY--4th and 10th Infantry. OHIO--14th Infantry; U. S. Gunboats ""Tyler"" and ""Lexington.""",NA,NA,NA,NA,NA,NA
5561,Skirmish,TN,"April 15: Skirmish, Pea Ridge",1862-04-15,1862-04-15,ILLINOIS--4th Cavalry.,NA,NA,NA,NA,NA,NA
5562,Affair,TN,April 17: Affair near Woodson's Gap,1862-04-17,1862-04-17,Capture of Union Refugees.,NA,NA,NA,NA,NA,NA
5563,Skirmish,TN,April 17: Skirmish near Monterey,1862-04-17,1862-04-17,(No Reports.),NA,NA,NA,NA,NA,NA
5564,Skirmish,TN,"April 24: Skirmish, Shelbyville Pike",1862-04-24,1862-04-24,OHIO--4th Cavalry.,NA,NA,NA,NA,NA,NA
5565,Action,TN,"April 24: Action, Lick Creek",1862-04-24,1862-04-24,MISSOURI--8th Infantry.,NA,NA,NA,NA,NA,NA
5566,Skirmish,TN,"April 26: Skirmish, Atkin's Mill",1862-04-26,1862-04-26,MICHIGAN--2d Cavalry.,NA,NA,NA,NA,NA,NA
5567,Skirmish,TN,"April 27: Skirmish, Pea Ridge",1862-04-27,1862-04-27,ILLINOIS--4th Cavalry.,NA,NA,NA,NA,NA,NA
5568,Skirmish,TN,"April 28: Skirmish, Cumberland Mt",1862-04-28,1862-04-28,KENTUCKY--22d Infantry. OHIO--16th and 42d Infantry.,NA,NA,NA,NA,NA,NA
5569,Skirmish,TN,"April 28-29: Skirmishes, Monterey",1862-04-28,1862-04-29,IOWA--2d Cavalry. MICHIGAN--2d Cavalry.,NA,NA,NA,NA,NA,NA
5570,Reconnaissance,TN,April 28-29: Reconnoissance to Monterey,1862-04-28,1862-04-29,"IOWA--2d Cavalry; 2d Battery Light Arty. MICHIGAN--2d Cavalry; Battery ""C"" 1st Light Arty. OHIO--27th, 39th, 43d and 63d Infantry. Union loss, 1 killed, 3 wounded. Total, 4.",4,1,3,4,0,NA
